Model loading: UNet with GroupNorm
Converting BatchNorm to GroupNorm for fair comparison with DP models
Model already GroupNorm-compatible
Not loading weights from weights file
###################################################################### 
Start Training (UNet-GroupNorm)
Network: UNet
Batch Size: 48
DP: Disabled
Morphology: both
Architecture: GroupNorm (no DP)
Save Path: ./Snapshots/save_weights/UNet_Morph_GroupNorm/both/batch_48/run_3
Run: 3
Namespace(network='UNet', epoch=100, lr=0.0001, batchsize=48, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, init_features=32, n_classes=1, in_channels=3, backbone='Res2Net50', deep_supervision=False, train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=False, epsilon=8.0, max_grad_norm=1.2, delta=1e-05, clipping_strategy='base', enable_morphology=True, morph_operation='both', morph_kernel_size=3, device='cuda')
 ######################################################################
2025-11-09 00:45:17.144872 Epoch [001/100], Step [0002/0002], Loss: 1.4692, ε: 0.0000
2025-11-09 00:45:18.071719 Epoch [002/100], Step [0002/0002], Loss: 1.3924, ε: 0.0000
2025-11-09 00:45:19.042150 Epoch [003/100], Step [0002/0002], Loss: 1.4018, ε: 0.0000
2025-11-09 00:45:20.023091 Epoch [004/100], Step [0002/0002], Loss: 1.3984, ε: 0.0000
2025-11-09 00:45:21.006854 Epoch [005/100], Step [0002/0002], Loss: 1.3131, ε: 0.0000
2025-11-09 00:45:21.999218 Epoch [006/100], Step [0002/0002], Loss: 1.2811, ε: 0.0000
2025-11-09 00:45:22.977460 Epoch [007/100], Step [0002/0002], Loss: 1.2589, ε: 0.0000
2025-11-09 00:45:23.935445 Epoch [008/100], Step [0002/0002], Loss: 1.2611, ε: 0.0000
2025-11-09 00:45:24.950813 Epoch [009/100], Step [0002/0002], Loss: 1.2582, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_Morph_GroupNorm/both/batch_48/run_3/UNet-10.pth
2025-11-09 00:45:25.992158 Epoch [010/100], Step [0002/0002], Loss: 1.2333, ε: 0.0000
2025-11-09 00:45:26.970088 Epoch [011/100], Step [0002/0002], Loss: 1.1952, ε: 0.0000
2025-11-09 00:45:27.937024 Epoch [012/100], Step [0002/0002], Loss: 1.1581, ε: 0.0000
2025-11-09 00:45:28.901648 Epoch [013/100], Step [0002/0002], Loss: 1.1358, ε: 0.0000
2025-11-09 00:45:29.866162 Epoch [014/100], Step [0002/0002], Loss: 1.1399, ε: 0.0000
2025-11-09 00:45:30.831815 Epoch [015/100], Step [0002/0002], Loss: 1.1264, ε: 0.0000
2025-11-09 00:45:31.786611 Epoch [016/100], Step [0002/0002], Loss: 1.1280, ε: 0.0000
2025-11-09 00:45:32.760939 Epoch [017/100], Step [0002/0002], Loss: 1.1058, ε: 0.0000
2025-11-09 00:45:33.752536 Epoch [018/100], Step [0002/0002], Loss: 1.1188, ε: 0.0000
2025-11-09 00:45:34.755345 Epoch [019/100], Step [0002/0002], Loss: 1.0119, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_Morph_GroupNorm/both/batch_48/run_3/UNet-20.pth
2025-11-09 00:45:35.795990 Epoch [020/100], Step [0002/0002], Loss: 1.1020, ε: 0.0000
2025-11-09 00:45:36.808675 Epoch [021/100], Step [0002/0002], Loss: 1.0926, ε: 0.0000
2025-11-09 00:45:37.781819 Epoch [022/100], Step [0002/0002], Loss: 1.0674, ε: 0.0000
2025-11-09 00:45:38.752408 Epoch [023/100], Step [0002/0002], Loss: 0.9542, ε: 0.0000
2025-11-09 00:45:39.712372 Epoch [024/100], Step [0002/0002], Loss: 1.0153, ε: 0.0000
2025-11-09 00:45:40.726360 Epoch [025/100], Step [0002/0002], Loss: 1.0750, ε: 0.0000
2025-11-09 00:45:41.700833 Epoch [026/100], Step [0002/0002], Loss: 1.0434, ε: 0.0000
2025-11-09 00:45:42.686896 Epoch [027/100], Step [0002/0002], Loss: 0.9960, ε: 0.0000
2025-11-09 00:45:43.683162 Epoch [028/100], Step [0002/0002], Loss: 1.0476, ε: 0.0000
2025-11-09 00:45:44.701144 Epoch [029/100], Step [0002/0002], Loss: 1.0163, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_Morph_GroupNorm/both/batch_48/run_3/UNet-30.pth
2025-11-09 00:45:45.802698 Epoch [030/100], Step [0002/0002], Loss: 0.9918, ε: 0.0000
2025-11-09 00:45:46.787174 Epoch [031/100], Step [0002/0002], Loss: 1.0112, ε: 0.0000
2025-11-09 00:45:47.788024 Epoch [032/100], Step [0002/0002], Loss: 1.0438, ε: 0.0000
2025-11-09 00:45:48.759922 Epoch [033/100], Step [0002/0002], Loss: 1.0014, ε: 0.0000
2025-11-09 00:45:49.719765 Epoch [034/100], Step [0002/0002], Loss: 0.9773, ε: 0.0000
2025-11-09 00:45:50.722293 Epoch [035/100], Step [0002/0002], Loss: 0.9913, ε: 0.0000
2025-11-09 00:45:51.703132 Epoch [036/100], Step [0002/0002], Loss: 0.9203, ε: 0.0000
2025-11-09 00:45:52.695714 Epoch [037/100], Step [0002/0002], Loss: 1.0496, ε: 0.0000
2025-11-09 00:45:53.669442 Epoch [038/100], Step [0002/0002], Loss: 1.0039, ε: 0.0000
2025-11-09 00:45:54.656997 Epoch [039/100], Step [0002/0002], Loss: 0.9076, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_Morph_GroupNorm/both/batch_48/run_3/UNet-40.pth
2025-11-09 00:45:55.698432 Epoch [040/100], Step [0002/0002], Loss: 1.0185, ε: 0.0000
2025-11-09 00:45:56.667603 Epoch [041/100], Step [0002/0002], Loss: 0.9364, ε: 0.0000
2025-11-09 00:45:57.644721 Epoch [042/100], Step [0002/0002], Loss: 0.9125, ε: 0.0000
2025-11-09 00:45:58.643724 Epoch [043/100], Step [0002/0002], Loss: 0.9004, ε: 0.0000
2025-11-09 00:45:59.632005 Epoch [044/100], Step [0002/0002], Loss: 0.8547, ε: 0.0000
2025-11-09 00:46:00.627240 Epoch [045/100], Step [0002/0002], Loss: 0.9063, ε: 0.0000
2025-11-09 00:46:01.651221 Epoch [046/100], Step [0002/0002], Loss: 0.8983, ε: 0.0000
2025-11-09 00:46:02.607258 Epoch [047/100], Step [0002/0002], Loss: 0.9285, ε: 0.0000
2025-11-09 00:46:03.597160 Epoch [048/100], Step [0002/0002], Loss: 0.8534, ε: 0.0000
2025-11-09 00:46:04.560947 Epoch [049/100], Step [0002/0002], Loss: 0.8939, ε: 0.0000
