Model loading: UNet with GroupNorm
Converting BatchNorm to GroupNorm for fair comparison with DP models
Model already GroupNorm-compatible
Not loading weights from weights file
###################################################################### 
Start Training (UNet-GroupNorm)
Network: UNet
Batch Size: 48
DP: Disabled
Morphology: Disabled
Architecture: GroupNorm (no DP)
Save Path: ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3
Run: 3
Namespace(network='UNet', epoch=100, lr=0.0001, batchsize=48, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, init_features=32, n_classes=1, in_channels=3, backbone='Res2Net50', deep_supervision=False, train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=False, epsilon=8.0, max_grad_norm=1.2, delta=1e-05, clipping_strategy='base', enable_morphology=False, morph_operation='both', morph_kernel_size=3, device='cuda')
 ######################################################################
2025-11-09 00:45:12.624243 Epoch [001/100], Step [0002/0002], Loss: 1.5936, ε: 0.0000
2025-11-09 00:45:13.578503 Epoch [002/100], Step [0002/0002], Loss: 1.4742, ε: 0.0000
2025-11-09 00:45:14.512437 Epoch [003/100], Step [0002/0002], Loss: 1.4696, ε: 0.0000
2025-11-09 00:45:15.521237 Epoch [004/100], Step [0002/0002], Loss: 1.3948, ε: 0.0000
2025-11-09 00:45:16.508614 Epoch [005/100], Step [0002/0002], Loss: 1.3733, ε: 0.0000
2025-11-09 00:45:17.452937 Epoch [006/100], Step [0002/0002], Loss: 1.3218, ε: 0.0000
2025-11-09 00:45:18.381334 Epoch [007/100], Step [0002/0002], Loss: 1.3338, ε: 0.0000
2025-11-09 00:45:19.343590 Epoch [008/100], Step [0002/0002], Loss: 1.2752, ε: 0.0000
2025-11-09 00:45:20.309614 Epoch [009/100], Step [0002/0002], Loss: 1.3784, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3/UNet-10.pth
2025-11-09 00:45:21.339059 Epoch [010/100], Step [0002/0002], Loss: 1.2238, ε: 0.0000
2025-11-09 00:45:22.290767 Epoch [011/100], Step [0002/0002], Loss: 1.3225, ε: 0.0000
2025-11-09 00:45:23.263592 Epoch [012/100], Step [0002/0002], Loss: 1.3062, ε: 0.0000
2025-11-09 00:45:24.221557 Epoch [013/100], Step [0002/0002], Loss: 1.2936, ε: 0.0000
2025-11-09 00:45:25.168186 Epoch [014/100], Step [0002/0002], Loss: 1.3104, ε: 0.0000
2025-11-09 00:45:26.115242 Epoch [015/100], Step [0002/0002], Loss: 1.3124, ε: 0.0000
2025-11-09 00:45:27.056023 Epoch [016/100], Step [0002/0002], Loss: 1.2373, ε: 0.0000
2025-11-09 00:45:28.027503 Epoch [017/100], Step [0002/0002], Loss: 1.2471, ε: 0.0000
2025-11-09 00:45:28.965713 Epoch [018/100], Step [0002/0002], Loss: 1.1712, ε: 0.0000
2025-11-09 00:45:29.918421 Epoch [019/100], Step [0002/0002], Loss: 1.2087, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3/UNet-20.pth
2025-11-09 00:45:30.922755 Epoch [020/100], Step [0002/0002], Loss: 1.2108, ε: 0.0000
2025-11-09 00:45:31.887173 Epoch [021/100], Step [0002/0002], Loss: 1.2451, ε: 0.0000
2025-11-09 00:45:32.838896 Epoch [022/100], Step [0002/0002], Loss: 1.2005, ε: 0.0000
2025-11-09 00:45:33.800141 Epoch [023/100], Step [0002/0002], Loss: 1.1760, ε: 0.0000
2025-11-09 00:45:34.789215 Epoch [024/100], Step [0002/0002], Loss: 1.1893, ε: 0.0000
2025-11-09 00:45:35.792866 Epoch [025/100], Step [0002/0002], Loss: 1.2343, ε: 0.0000
2025-11-09 00:45:36.788128 Epoch [026/100], Step [0002/0002], Loss: 1.1398, ε: 0.0000
2025-11-09 00:45:37.777503 Epoch [027/100], Step [0002/0002], Loss: 1.2326, ε: 0.0000
2025-11-09 00:45:38.733498 Epoch [028/100], Step [0002/0002], Loss: 1.1924, ε: 0.0000
2025-11-09 00:45:39.713960 Epoch [029/100], Step [0002/0002], Loss: 1.1289, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3/UNet-30.pth
2025-11-09 00:45:40.729123 Epoch [030/100], Step [0002/0002], Loss: 1.0868, ε: 0.0000
2025-11-09 00:45:41.704394 Epoch [031/100], Step [0002/0002], Loss: 1.0910, ε: 0.0000
2025-11-09 00:45:42.690244 Epoch [032/100], Step [0002/0002], Loss: 1.3017, ε: 0.0000
2025-11-09 00:45:43.671575 Epoch [033/100], Step [0002/0002], Loss: 1.2003, ε: 0.0000
2025-11-09 00:45:44.640205 Epoch [034/100], Step [0002/0002], Loss: 1.1455, ε: 0.0000
2025-11-09 00:45:45.627432 Epoch [035/100], Step [0002/0002], Loss: 1.1430, ε: 0.0000
2025-11-09 00:45:46.612748 Epoch [036/100], Step [0002/0002], Loss: 1.1700, ε: 0.0000
2025-11-09 00:45:47.561962 Epoch [037/100], Step [0002/0002], Loss: 1.1848, ε: 0.0000
2025-11-09 00:45:48.530687 Epoch [038/100], Step [0002/0002], Loss: 1.2777, ε: 0.0000
2025-11-09 00:45:49.456636 Epoch [039/100], Step [0002/0002], Loss: 1.1611, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3/UNet-40.pth
2025-11-09 00:45:50.468354 Epoch [040/100], Step [0002/0002], Loss: 1.1006, ε: 0.0000
2025-11-09 00:45:51.468492 Epoch [041/100], Step [0002/0002], Loss: 1.1488, ε: 0.0000
2025-11-09 00:45:52.456207 Epoch [042/100], Step [0002/0002], Loss: 1.1677, ε: 0.0000
2025-11-09 00:45:53.426072 Epoch [043/100], Step [0002/0002], Loss: 1.1589, ε: 0.0000
2025-11-09 00:45:54.402418 Epoch [044/100], Step [0002/0002], Loss: 1.2325, ε: 0.0000
2025-11-09 00:45:55.358338 Epoch [045/100], Step [0002/0002], Loss: 1.1211, ε: 0.0000
2025-11-09 00:45:56.304386 Epoch [046/100], Step [0002/0002], Loss: 1.0661, ε: 0.0000
2025-11-09 00:45:57.272260 Epoch [047/100], Step [0002/0002], Loss: 1.0532, ε: 0.0000
2025-11-09 00:45:58.281581 Epoch [048/100], Step [0002/0002], Loss: 1.0879, ε: 0.0000
2025-11-09 00:45:59.256544 Epoch [049/100], Step [0002/0002], Loss: 1.1758, ε: 0.0000
[Saving Snapshot:] ./Snapshots/save_weights/UNet_GroupNorm/batch_48/run_3/UNet-50.pth
