Backbone loading: Res2Net50
Converting BatchNorm to GroupNorm for fair comparison with DP models
Model architecture converted to GroupNorm
Not loading weights from weights file
###################################################################### 
Start Training (Inf_Net-GroupNorm)
Network: Inf_Net
Batch Size: 48
DP: Disabled
Morphology: Disabled
Architecture: GroupNorm (no DP)
Save Path: ./Snapshots/save_weights/Inf-Net_GroupNorm/batch_48/run_2
Run: 2
Namespace(network='Inf_Net', epoch=100, lr=0.0001, batchsize=48, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, init_features=32, n_classes=1, in_channels=3, backbone='Res2Net50', deep_supervision=False, train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=False, epsilon=8.0, max_grad_norm=1.2, delta=1e-05, clipping_strategy='base', enable_morphology=False, morph_operation='both', morph_kernel_size=3, device='cuda')
 ######################################################################
2025-11-09 00:35:33.239912 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7747, lateral-2: 1.4327, lateral-3: 1.4471, lateral-4: 1.4743, lateral-5: 1.4384, epsilon: 0.0000]
2025-11-09 00:35:34.919629 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7575, lateral-2: 1.1313, lateral-3: 1.2115, lateral-4: 1.3225, lateral-5: 1.3397, epsilon: 0.0000]
2025-11-09 00:35:36.634847 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7628, lateral-2: 1.1441, lateral-3: 1.1522, lateral-4: 1.2177, lateral-5: 1.2439, epsilon: 0.0000]
2025-11-09 00:35:38.353833 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7532, lateral-2: 1.1546, lateral-3: 1.2152, lateral-4: 1.3183, lateral-5: 1.3050, epsilon: 0.0000]
2025-11-09 00:35:40.119077 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7533, lateral-2: 1.0905, lateral-3: 1.1226, lateral-4: 1.1815, lateral-5: 1.1904, epsilon: 0.0000]
2025-11-09 00:35:41.893641 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7478, lateral-2: 0.9875, lateral-3: 1.0647, lateral-4: 1.1966, lateral-5: 1.1722, epsilon: 0.0000]
2025-11-09 00:35:43.649139 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7428, lateral-2: 0.8990, lateral-3: 1.0457, lateral-4: 1.2123, lateral-5: 1.1464, epsilon: 0.0000]
2025-11-09 00:35:45.385038 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7363, lateral-2: 0.9703, lateral-3: 1.0513, lateral-4: 1.1632, lateral-5: 1.1470, epsilon: 0.0000]
2025-11-09 00:35:47.099028 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7378, lateral-2: 0.9243, lateral-3: 0.9987, lateral-4: 1.1095, lateral-5: 1.0957, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_GroupNorm/batch_48/run_2/Inf-Net-10.pth
2025-11-09 00:35:48.999753 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7374, lateral-2: 0.9412, lateral-3: 1.0203, lateral-4: 1.1348, lateral-5: 1.0927, epsilon: 0.0000]
