Backbone loading: Res2Net50
Converting BatchNorm to GroupNorm for fair comparison with DP models
Model architecture converted to GroupNorm
Not loading weights from weights file
###################################################################### 
Start Training (Inf_Net-GroupNorm)
Network: Inf_Net
Batch Size: 64
DP: Disabled
Morphology: both
Architecture: GroupNorm (no DP)
Save Path: ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2
Run: 2
Namespace(network='Inf_Net', epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, init_features=32, n_classes=1, in_channels=3, backbone='Res2Net50', deep_supervision=False, train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=False, epsilon=8.0, max_grad_norm=1.2, delta=1e-05, clipping_strategy='base', enable_morphology=True, morph_operation='both', morph_kernel_size=3, device='cuda')
 ######################################################################
2025-11-09 00:35:27.967390 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7718, lateral-2: 1.5019, lateral-3: 1.5371, lateral-4: 1.5761, lateral-5: 1.5022, epsilon: 0.0000]
2025-11-09 00:35:29.711302 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7657, lateral-2: 1.2829, lateral-3: 1.3321, lateral-4: 1.3362, lateral-5: 1.4196, epsilon: 0.0000]
2025-11-09 00:35:31.500790 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7618, lateral-2: 1.1424, lateral-3: 1.2095, lateral-4: 1.2678, lateral-5: 1.3053, epsilon: 0.0000]
2025-11-09 00:35:33.318070 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7569, lateral-2: 1.0709, lateral-3: 1.1165, lateral-4: 1.1841, lateral-5: 1.2063, epsilon: 0.0000]
2025-11-09 00:35:35.092731 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7542, lateral-2: 0.9957, lateral-3: 1.0586, lateral-4: 1.1320, lateral-5: 1.1308, epsilon: 0.0000]
2025-11-09 00:35:36.863157 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7521, lateral-2: 0.9517, lateral-3: 1.0323, lateral-4: 1.1212, lateral-5: 1.0802, epsilon: 0.0000]
2025-11-09 00:35:38.660319 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7493, lateral-2: 0.9100, lateral-3: 0.9873, lateral-4: 1.0830, lateral-5: 1.0380, epsilon: 0.0000]
2025-11-09 00:35:40.445840 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7465, lateral-2: 0.9210, lateral-3: 1.0385, lateral-4: 1.1582, lateral-5: 1.1444, epsilon: 0.0000]
2025-11-09 00:35:42.260304 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7445, lateral-2: 0.8938, lateral-3: 0.9586, lateral-4: 1.0534, lateral-5: 1.0222, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-10.pth
2025-11-09 00:35:44.294964 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7428, lateral-2: 0.8456, lateral-3: 0.9291, lateral-4: 1.0348, lateral-5: 0.9800, epsilon: 0.0000]
2025-11-09 00:35:46.095367 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7413, lateral-2: 0.8276, lateral-3: 0.9031, lateral-4: 1.0057, lateral-5: 0.9649, epsilon: 0.0000]
2025-11-09 00:35:47.876115 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7399, lateral-2: 0.8136, lateral-3: 0.8859, lateral-4: 0.9927, lateral-5: 0.9382, epsilon: 0.0000]
2025-11-09 00:35:49.655836 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7385, lateral-2: 0.7832, lateral-3: 0.8676, lateral-4: 0.9889, lateral-5: 0.9206, epsilon: 0.0000]
2025-11-09 00:35:51.430742 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7372, lateral-2: 0.7746, lateral-3: 0.8517, lateral-4: 0.9582, lateral-5: 0.9012, epsilon: 0.0000]
2025-11-09 00:35:53.200641 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7359, lateral-2: 0.7450, lateral-3: 0.8305, lateral-4: 0.9501, lateral-5: 0.8784, epsilon: 0.0000]
2025-11-09 00:35:55.032563 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7348, lateral-2: 0.7312, lateral-3: 0.8176, lateral-4: 0.9330, lateral-5: 0.8623, epsilon: 0.0000]
2025-11-09 00:35:56.800945 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7337, lateral-2: 0.7165, lateral-3: 0.8030, lateral-4: 0.9171, lateral-5: 0.8396, epsilon: 0.0000]
2025-11-09 00:35:58.584573 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7326, lateral-2: 0.7019, lateral-3: 0.7943, lateral-4: 0.9186, lateral-5: 0.8243, epsilon: 0.0000]
2025-11-09 00:36:00.395710 Epoch [019/100], Step [0001/0001], [lateral-edge: 0.7316, lateral-2: 0.7046, lateral-3: 0.8022, lateral-4: 0.9218, lateral-5: 0.8334, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-20.pth
2025-11-09 00:36:02.346734 Epoch [020/100], Step [0001/0001], [lateral-edge: 0.7307, lateral-2: 0.6807, lateral-3: 0.7739, lateral-4: 0.8938, lateral-5: 0.7953, epsilon: 0.0000]
2025-11-09 00:36:04.139790 Epoch [021/100], Step [0001/0001], [lateral-edge: 0.7298, lateral-2: 0.6816, lateral-3: 0.7760, lateral-4: 0.8958, lateral-5: 0.7967, epsilon: 0.0000]
2025-11-09 00:36:05.908847 Epoch [022/100], Step [0001/0001], [lateral-edge: 0.7290, lateral-2: 0.6717, lateral-3: 0.7695, lateral-4: 0.8971, lateral-5: 0.7835, epsilon: 0.0000]
2025-11-09 00:36:07.689385 Epoch [023/100], Step [0001/0001], [lateral-edge: 0.7283, lateral-2: 0.6566, lateral-3: 0.7571, lateral-4: 0.8793, lateral-5: 0.7782, epsilon: 0.0000]
2025-11-09 00:36:09.487900 Epoch [024/100], Step [0001/0001], [lateral-edge: 0.7276, lateral-2: 0.6681, lateral-3: 0.7604, lateral-4: 0.8796, lateral-5: 0.7696, epsilon: 0.0000]
2025-11-09 00:36:11.274647 Epoch [025/100], Step [0001/0001], [lateral-edge: 0.7269, lateral-2: 0.6391, lateral-3: 0.7424, lateral-4: 0.8719, lateral-5: 0.7529, epsilon: 0.0000]
2025-11-09 00:36:13.043406 Epoch [026/100], Step [0001/0001], [lateral-edge: 0.7263, lateral-2: 0.6294, lateral-3: 0.7293, lateral-4: 0.8545, lateral-5: 0.7381, epsilon: 0.0000]
2025-11-09 00:36:14.812742 Epoch [027/100], Step [0001/0001], [lateral-edge: 0.7257, lateral-2: 0.6266, lateral-3: 0.7285, lateral-4: 0.8529, lateral-5: 0.7296, epsilon: 0.0000]
2025-11-09 00:36:16.583126 Epoch [028/100], Step [0001/0001], [lateral-edge: 0.7251, lateral-2: 0.6125, lateral-3: 0.7184, lateral-4: 0.8507, lateral-5: 0.7149, epsilon: 0.0000]
2025-11-09 00:36:18.343572 Epoch [029/100], Step [0001/0001], [lateral-edge: 0.7246, lateral-2: 0.6035, lateral-3: 0.7111, lateral-4: 0.8406, lateral-5: 0.7094, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-30.pth
2025-11-09 00:36:20.277824 Epoch [030/100], Step [0001/0001], [lateral-edge: 0.7241, lateral-2: 0.6059, lateral-3: 0.7100, lateral-4: 0.8361, lateral-5: 0.7087, epsilon: 0.0000]
2025-11-09 00:36:22.065506 Epoch [031/100], Step [0001/0001], [lateral-edge: 0.7236, lateral-2: 0.5948, lateral-3: 0.7061, lateral-4: 0.8416, lateral-5: 0.6930, epsilon: 0.0000]
2025-11-09 00:36:23.817616 Epoch [032/100], Step [0001/0001], [lateral-edge: 0.7231, lateral-2: 0.5863, lateral-3: 0.6965, lateral-4: 0.8287, lateral-5: 0.6880, epsilon: 0.0000]
2025-11-09 00:36:25.593359 Epoch [033/100], Step [0001/0001], [lateral-edge: 0.7227, lateral-2: 0.5867, lateral-3: 0.6964, lateral-4: 0.8257, lateral-5: 0.6802, epsilon: 0.0000]
2025-11-09 00:36:27.401567 Epoch [034/100], Step [0001/0001], [lateral-edge: 0.7223, lateral-2: 0.5867, lateral-3: 0.7005, lateral-4: 0.8365, lateral-5: 0.6780, epsilon: 0.0000]
2025-11-09 00:36:29.188870 Epoch [035/100], Step [0001/0001], [lateral-edge: 0.7219, lateral-2: 0.5799, lateral-3: 0.6919, lateral-4: 0.8285, lateral-5: 0.6717, epsilon: 0.0000]
2025-11-09 00:36:30.967951 Epoch [036/100], Step [0001/0001], [lateral-edge: 0.7215, lateral-2: 0.5664, lateral-3: 0.6812, lateral-4: 0.8147, lateral-5: 0.6635, epsilon: 0.0000]
2025-11-09 00:36:32.741449 Epoch [037/100], Step [0001/0001], [lateral-edge: 0.7212, lateral-2: 0.5728, lateral-3: 0.6864, lateral-4: 0.8219, lateral-5: 0.6595, epsilon: 0.0000]
2025-11-09 00:36:34.528519 Epoch [038/100], Step [0001/0001], [lateral-edge: 0.7208, lateral-2: 0.5616, lateral-3: 0.6781, lateral-4: 0.8157, lateral-5: 0.6565, epsilon: 0.0000]
2025-11-09 00:36:36.333712 Epoch [039/100], Step [0001/0001], [lateral-edge: 0.7205, lateral-2: 0.5532, lateral-3: 0.6704, lateral-4: 0.8088, lateral-5: 0.6467, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-40.pth
2025-11-09 00:36:38.284219 Epoch [040/100], Step [0001/0001], [lateral-edge: 0.7202, lateral-2: 0.5563, lateral-3: 0.6729, lateral-4: 0.8080, lateral-5: 0.6465, epsilon: 0.0000]
2025-11-09 00:36:40.059753 Epoch [041/100], Step [0001/0001], [lateral-edge: 0.7199, lateral-2: 0.5435, lateral-3: 0.6641, lateral-4: 0.8084, lateral-5: 0.6316, epsilon: 0.0000]
2025-11-09 00:36:41.828230 Epoch [042/100], Step [0001/0001], [lateral-edge: 0.7196, lateral-2: 0.5509, lateral-3: 0.6691, lateral-4: 0.8123, lateral-5: 0.6332, epsilon: 0.0000]
2025-11-09 00:36:43.661468 Epoch [043/100], Step [0001/0001], [lateral-edge: 0.7193, lateral-2: 0.5624, lateral-3: 0.6767, lateral-4: 0.8150, lateral-5: 0.6407, epsilon: 0.0000]
2025-11-09 00:36:45.432321 Epoch [044/100], Step [0001/0001], [lateral-edge: 0.7190, lateral-2: 0.5347, lateral-3: 0.6584, lateral-4: 0.8002, lateral-5: 0.6232, epsilon: 0.0000]
2025-11-09 00:36:47.213996 Epoch [045/100], Step [0001/0001], [lateral-edge: 0.7187, lateral-2: 0.5435, lateral-3: 0.6630, lateral-4: 0.8092, lateral-5: 0.6235, epsilon: 0.0000]
2025-11-09 00:36:48.988743 Epoch [046/100], Step [0001/0001], [lateral-edge: 0.7184, lateral-2: 0.5362, lateral-3: 0.6558, lateral-4: 0.7964, lateral-5: 0.6204, epsilon: 0.0000]
2025-11-09 00:36:50.772616 Epoch [047/100], Step [0001/0001], [lateral-edge: 0.7181, lateral-2: 0.5284, lateral-3: 0.6556, lateral-4: 0.8048, lateral-5: 0.6086, epsilon: 0.0000]
2025-11-09 00:36:52.560554 Epoch [048/100], Step [0001/0001], [lateral-edge: 0.7179, lateral-2: 0.5279, lateral-3: 0.6499, lateral-4: 0.7977, lateral-5: 0.6072, epsilon: 0.0000]
2025-11-09 00:36:54.340540 Epoch [049/100], Step [0001/0001], [lateral-edge: 0.7176, lateral-2: 0.5224, lateral-3: 0.6482, lateral-4: 0.7942, lateral-5: 0.5989, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-50.pth
2025-11-09 00:36:56.246410 Epoch [050/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5150, lateral-3: 0.6411, lateral-4: 0.7897, lateral-5: 0.5951, epsilon: 0.0000]
2025-11-09 00:36:58.065192 Epoch [051/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5101, lateral-3: 0.6373, lateral-4: 0.7861, lateral-5: 0.5912, epsilon: 0.0000]
2025-11-09 00:36:59.874125 Epoch [052/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5093, lateral-3: 0.6368, lateral-4: 0.7855, lateral-5: 0.5905, epsilon: 0.0000]
2025-11-09 00:37:01.654897 Epoch [053/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:03.435741 Epoch [054/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:05.211315 Epoch [055/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:06.987587 Epoch [056/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:08.781872 Epoch [057/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:10.565211 Epoch [058/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:12.337132 Epoch [059/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-60.pth
2025-11-09 00:37:14.269933 Epoch [060/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:16.070817 Epoch [061/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:17.880239 Epoch [062/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:19.648320 Epoch [063/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:21.440159 Epoch [064/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:23.233169 Epoch [065/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:25.013486 Epoch [066/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:26.779127 Epoch [067/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:28.556109 Epoch [068/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
2025-11-09 00:37:30.347116 Epoch [069/100], Step [0001/0001], [lateral-edge: 0.7174, lateral-2: 0.5092, lateral-3: 0.6367, lateral-4: 0.7854, lateral-5: 0.5904, epsilon: 0.0000]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph_GroupNorm/both/batch_64/run_2/Inf-Net-70.pth
