Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Morphology: erosion
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_morphology=True, morph_operation='erosion', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:25:14.668851 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7591, lateral-2: 1.5397, lateral-3: 1.5357, lateral-4: 1.6039, lateral-5: 1.5340]
2025-10-23 17:25:16.328398 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7557, lateral-2: 1.4127, lateral-3: 1.4613, lateral-4: 1.5066, lateral-5: 1.5238]
2025-10-23 17:25:18.017954 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7536, lateral-2: 1.3646, lateral-3: 1.4056, lateral-4: 1.4824, lateral-5: 1.5188]
2025-10-23 17:25:19.735461 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7513, lateral-2: 1.3295, lateral-3: 1.3796, lateral-4: 1.4496, lateral-5: 1.5178]
2025-10-23 17:25:21.413332 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7490, lateral-2: 1.3001, lateral-3: 1.3555, lateral-4: 1.4271, lateral-5: 1.5056]
2025-10-23 17:25:23.109442 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7461, lateral-2: 1.2698, lateral-3: 1.3268, lateral-4: 1.3954, lateral-5: 1.4898]
2025-10-23 17:25:24.799713 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7439, lateral-2: 1.2253, lateral-3: 1.2828, lateral-4: 1.3556, lateral-5: 1.4304]
2025-10-23 17:25:26.490509 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7420, lateral-2: 1.1554, lateral-3: 1.2188, lateral-4: 1.3008, lateral-5: 1.3859]
2025-10-23 17:25:28.178554 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7404, lateral-2: 1.0667, lateral-3: 1.1219, lateral-4: 1.2074, lateral-5: 1.3892]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_3/Inf-Net-10.pth
2025-10-23 17:25:30.127327 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7387, lateral-2: 0.9724, lateral-3: 1.0354, lateral-4: 1.1300, lateral-5: 1.4076]
