Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.993951 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7577, lateral-2: 1.5858, lateral-3: 1.5732, lateral-4: 1.5676, lateral-5: 1.5189]
2025-10-23 17:18:53.633388 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7490, lateral-2: 1.4292, lateral-3: 1.4553, lateral-4: 1.4756, lateral-5: 1.5252]
2025-10-23 17:18:55.286467 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7434, lateral-2: 1.4124, lateral-3: 1.4084, lateral-4: 1.4589, lateral-5: 1.5019]
2025-10-23 17:18:56.909054 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7393, lateral-2: 1.3657, lateral-3: 1.3979, lateral-4: 1.4207, lateral-5: 1.4956]
2025-10-23 17:18:58.526956 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7352, lateral-2: 1.3430, lateral-3: 1.3745, lateral-4: 1.4161, lateral-5: 1.4812]
2025-10-23 17:19:00.139518 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7320, lateral-2: 1.3108, lateral-3: 1.3431, lateral-4: 1.4056, lateral-5: 1.4484]
2025-10-23 17:19:01.751939 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7295, lateral-2: 1.2824, lateral-3: 1.3155, lateral-4: 1.3768, lateral-5: 1.4219]
2025-10-23 17:19:03.372699 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7267, lateral-2: 1.2446, lateral-3: 1.2780, lateral-4: 1.3513, lateral-5: 1.4296]
2025-10-23 17:19:04.970238 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7245, lateral-2: 1.1541, lateral-3: 1.1890, lateral-4: 1.2722, lateral-5: 1.4892]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-10.pth
2025-10-23 17:19:06.747458 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7227, lateral-2: 1.0552, lateral-3: 1.0898, lateral-4: 1.1771, lateral-5: 1.5725]
2025-10-23 17:19:08.320248 Epoch [011/100], Step [0002/0002], [lateral-edge: 0.7209, lateral-2: 0.9732, lateral-3: 1.0254, lateral-4: 1.1318, lateral-5: 1.5813]
