Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: close
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_32/run_2
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=True, noise_multiplier=1.5, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:33:28.749978 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7726, lateral-2: 1.6130, lateral-3: 1.6347, lateral-4: 1.6095, lateral-5: 1.5109, epsilon: 4.5424]
2025-10-24 12:33:33.398896 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7738, lateral-2: 1.5877, lateral-3: 1.6070, lateral-4: 1.5841, lateral-5: 1.5201, epsilon: 6.4178]
2025-10-24 12:33:38.524800 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7739, lateral-2: 1.5584, lateral-3: 1.5590, lateral-4: 1.5401, lateral-5: 1.4961, epsilon: 7.9389]
2025-10-24 12:33:43.326456 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7738, lateral-2: 1.5486, lateral-3: 1.5480, lateral-4: 1.5265, lateral-5: 1.4977, epsilon: 9.2777]
2025-10-24 12:33:47.411947 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7733, lateral-2: 1.5510, lateral-3: 1.5483, lateral-4: 1.5263, lateral-5: 1.5056, epsilon: 10.5000]
2025-10-24 12:33:51.905603 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7739, lateral-2: 1.5411, lateral-3: 1.5413, lateral-4: 1.5239, lateral-5: 1.5029, epsilon: 11.6397]
2025-10-24 12:33:56.620300 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7732, lateral-2: 1.5166, lateral-3: 1.5138, lateral-4: 1.4968, lateral-5: 1.4881, epsilon: 12.7166]
2025-10-24 12:34:00.683921 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7743, lateral-2: 1.5037, lateral-3: 1.5029, lateral-4: 1.4934, lateral-5: 1.4825, epsilon: 13.7439]
2025-10-24 12:34:05.544982 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7732, lateral-2: 1.5214, lateral-3: 1.5245, lateral-4: 1.5112, lateral-5: 1.4939, epsilon: 14.7305]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_32/run_2/Inf-Net-10.pth
2025-10-24 12:34:10.072118 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7743, lateral-2: 1.5109, lateral-3: 1.5102, lateral-4: 1.5013, lateral-5: 1.4934, epsilon: 15.6831]
