Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Morphology: open
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_morphology=True, morph_operation='open', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.995290 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7635, lateral-2: 1.4848, lateral-3: 1.4921, lateral-4: 1.5552, lateral-5: 1.5223]
2025-10-23 17:18:53.607107 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7562, lateral-2: 1.3884, lateral-3: 1.4085, lateral-4: 1.4859, lateral-5: 1.5125]
2025-10-23 17:18:55.277936 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7498, lateral-2: 1.3408, lateral-3: 1.3795, lateral-4: 1.4462, lateral-5: 1.4967]
2025-10-23 17:18:56.940404 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7462, lateral-2: 1.3319, lateral-3: 1.3719, lateral-4: 1.4355, lateral-5: 1.4900]
2025-10-23 17:18:58.581621 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7423, lateral-2: 1.2754, lateral-3: 1.3210, lateral-4: 1.4015, lateral-5: 1.4645]
2025-10-23 17:19:00.267541 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7387, lateral-2: 1.2115, lateral-3: 1.2659, lateral-4: 1.3681, lateral-5: 1.4710]
2025-10-23 17:19:01.936314 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7356, lateral-2: 1.1243, lateral-3: 1.1819, lateral-4: 1.2807, lateral-5: 1.5075]
2025-10-23 17:19:03.573136 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7329, lateral-2: 1.0475, lateral-3: 1.1175, lateral-4: 1.2287, lateral-5: 1.5539]
2025-10-23 17:19:05.241609 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7303, lateral-2: 1.0250, lateral-3: 1.0786, lateral-4: 1.1770, lateral-5: 1.5792]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-10.pth
2025-10-23 17:19:07.604101 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7283, lateral-2: 0.9731, lateral-3: 1.0356, lateral-4: 1.1437, lateral-5: 1.5669]
