Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Morphology: close
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_morphology=True, morph_operation='close', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.996407 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7604, lateral-2: 1.5361, lateral-3: 1.5462, lateral-4: 1.5408, lateral-5: 1.5098]
2025-10-23 17:18:53.677288 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7545, lateral-2: 1.4046, lateral-3: 1.4471, lateral-4: 1.4725, lateral-5: 1.5088]
2025-10-23 17:18:55.360770 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7511, lateral-2: 1.3522, lateral-3: 1.3885, lateral-4: 1.4389, lateral-5: 1.4966]
2025-10-23 17:18:57.011945 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7471, lateral-2: 1.3381, lateral-3: 1.3572, lateral-4: 1.4072, lateral-5: 1.4942]
2025-10-23 17:18:58.656015 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7439, lateral-2: 1.3081, lateral-3: 1.3350, lateral-4: 1.3941, lateral-5: 1.4833]
2025-10-23 17:19:00.317983 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7404, lateral-2: 1.2789, lateral-3: 1.3039, lateral-4: 1.3780, lateral-5: 1.4689]
2025-10-23 17:19:01.997192 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7379, lateral-2: 1.2310, lateral-3: 1.2693, lateral-4: 1.3487, lateral-5: 1.4481]
2025-10-23 17:19:03.644164 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7355, lateral-2: 1.1817, lateral-3: 1.2097, lateral-4: 1.2945, lateral-5: 1.4171]
2025-10-23 17:19:05.276968 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7340, lateral-2: 1.0789, lateral-3: 1.1229, lateral-4: 1.2172, lateral-5: 1.4861]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-10.pth
2025-10-23 17:19:07.504249 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7314, lateral-2: 0.9927, lateral-3: 1.0400, lateral-4: 1.1485, lateral-5: 1.5792]
2025-10-23 17:19:09.106740 Epoch [011/100], Step [0002/0002], [lateral-edge: 0.7293, lateral-2: 1.0200, lateral-3: 1.0706, lateral-4: 1.1670, lateral-5: 1.5330]
2025-10-23 17:19:10.740318 Epoch [012/100], Step [0002/0002], [lateral-edge: 0.7275, lateral-2: 0.9481, lateral-3: 1.0023, lateral-4: 1.1205, lateral-5: 1.5275]
2025-10-23 17:19:12.343299 Epoch [013/100], Step [0002/0002], [lateral-edge: 0.7261, lateral-2: 0.9070, lateral-3: 0.9680, lateral-4: 1.0735, lateral-5: 1.4893]
2025-10-23 17:19:13.932737 Epoch [014/100], Step [0002/0002], [lateral-edge: 0.7249, lateral-2: 0.8612, lateral-3: 0.9275, lateral-4: 1.0427, lateral-5: 1.5083]
2025-10-23 17:19:15.522259 Epoch [015/100], Step [0002/0002], [lateral-edge: 0.7239, lateral-2: 0.8789, lateral-3: 0.9391, lateral-4: 1.0408, lateral-5: 1.4975]
2025-10-23 17:19:17.145004 Epoch [016/100], Step [0002/0002], [lateral-edge: 0.7231, lateral-2: 0.8355, lateral-3: 0.9055, lateral-4: 1.0170, lateral-5: 1.4833]
2025-10-23 17:19:18.755233 Epoch [017/100], Step [0002/0002], [lateral-edge: 0.7219, lateral-2: 0.8480, lateral-3: 0.9124, lateral-4: 1.0196, lateral-5: 1.4276]
2025-10-23 17:19:20.351392 Epoch [018/100], Step [0002/0002], [lateral-edge: 0.7204, lateral-2: 0.7889, lateral-3: 0.8626, lateral-4: 0.9781, lateral-5: 1.4441]
2025-10-23 17:19:21.954749 Epoch [019/100], Step [0002/0002], [lateral-edge: 0.7201, lateral-2: 0.7794, lateral-3: 0.8582, lateral-4: 0.9739, lateral-5: 1.4632]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-20.pth
2025-10-23 17:19:23.785179 Epoch [020/100], Step [0002/0002], [lateral-edge: 0.7188, lateral-2: 0.7629, lateral-3: 0.8377, lateral-4: 0.9535, lateral-5: 1.4147]
2025-10-23 17:19:25.378127 Epoch [021/100], Step [0002/0002], [lateral-edge: 0.7189, lateral-2: 0.7531, lateral-3: 0.8276, lateral-4: 0.9340, lateral-5: 1.3856]
2025-10-23 17:19:26.985554 Epoch [022/100], Step [0002/0002], [lateral-edge: 0.7175, lateral-2: 0.7344, lateral-3: 0.8177, lateral-4: 0.9428, lateral-5: 1.4405]
2025-10-23 17:19:28.606327 Epoch [023/100], Step [0002/0002], [lateral-edge: 0.7169, lateral-2: 0.7410, lateral-3: 0.8186, lateral-4: 0.9300, lateral-5: 1.4018]
2025-10-23 17:19:30.232865 Epoch [024/100], Step [0002/0002], [lateral-edge: 0.7158, lateral-2: 0.7318, lateral-3: 0.8123, lateral-4: 0.9287, lateral-5: 1.3700]
2025-10-23 17:19:31.859171 Epoch [025/100], Step [0002/0002], [lateral-edge: 0.7153, lateral-2: 0.6951, lateral-3: 0.7793, lateral-4: 0.9005, lateral-5: 1.3445]
2025-10-23 17:19:33.474578 Epoch [026/100], Step [0002/0002], [lateral-edge: 0.7148, lateral-2: 0.6880, lateral-3: 0.7724, lateral-4: 0.8909, lateral-5: 1.3297]
2025-10-23 17:19:35.109659 Epoch [027/100], Step [0002/0002], [lateral-edge: 0.7141, lateral-2: 0.6769, lateral-3: 0.7660, lateral-4: 0.8838, lateral-5: 1.2960]
2025-10-23 17:19:36.724045 Epoch [028/100], Step [0002/0002], [lateral-edge: 0.7139, lateral-2: 0.7106, lateral-3: 0.7883, lateral-4: 0.9062, lateral-5: 1.3572]
2025-10-23 17:19:38.321947 Epoch [029/100], Step [0002/0002], [lateral-edge: 0.7135, lateral-2: 0.6791, lateral-3: 0.7698, lateral-4: 0.8950, lateral-5: 1.3174]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-30.pth
2025-10-23 17:19:40.102402 Epoch [030/100], Step [0002/0002], [lateral-edge: 0.7124, lateral-2: 0.6631, lateral-3: 0.7585, lateral-4: 0.8879, lateral-5: 1.2768]
2025-10-23 17:19:41.701074 Epoch [031/100], Step [0002/0002], [lateral-edge: 0.7122, lateral-2: 0.7143, lateral-3: 0.7995, lateral-4: 0.9097, lateral-5: 1.2759]
2025-10-23 17:19:43.319918 Epoch [032/100], Step [0002/0002], [lateral-edge: 0.7113, lateral-2: 0.7207, lateral-3: 0.8046, lateral-4: 0.9294, lateral-5: 1.2893]
2025-10-23 17:19:44.939227 Epoch [033/100], Step [0002/0002], [lateral-edge: 0.7103, lateral-2: 0.7180, lateral-3: 0.7940, lateral-4: 0.9121, lateral-5: 1.2207]
2025-10-23 17:19:46.560630 Epoch [034/100], Step [0002/0002], [lateral-edge: 0.7100, lateral-2: 0.7001, lateral-3: 0.7809, lateral-4: 0.9007, lateral-5: 1.2189]
2025-10-23 17:19:48.185392 Epoch [035/100], Step [0002/0002], [lateral-edge: 0.7094, lateral-2: 0.6963, lateral-3: 0.7841, lateral-4: 0.9021, lateral-5: 1.1933]
2025-10-23 17:19:49.802035 Epoch [036/100], Step [0002/0002], [lateral-edge: 0.7084, lateral-2: 0.6551, lateral-3: 0.7469, lateral-4: 0.8700, lateral-5: 1.2135]
2025-10-23 17:19:51.415777 Epoch [037/100], Step [0002/0002], [lateral-edge: 0.7076, lateral-2: 0.6242, lateral-3: 0.7231, lateral-4: 0.8593, lateral-5: 1.1900]
2025-10-23 17:19:53.050140 Epoch [038/100], Step [0002/0002], [lateral-edge: 0.7067, lateral-2: 0.6480, lateral-3: 0.7446, lateral-4: 0.8662, lateral-5: 1.1750]
2025-10-23 17:19:54.668433 Epoch [039/100], Step [0002/0002], [lateral-edge: 0.7064, lateral-2: 0.6145, lateral-3: 0.7146, lateral-4: 0.8524, lateral-5: 1.1902]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-40.pth
2025-10-23 17:19:56.452756 Epoch [040/100], Step [0002/0002], [lateral-edge: 0.7048, lateral-2: 0.5985, lateral-3: 0.7049, lateral-4: 0.8369, lateral-5: 1.1309]
2025-10-23 17:19:58.065633 Epoch [041/100], Step [0002/0002], [lateral-edge: 0.7037, lateral-2: 0.5921, lateral-3: 0.6975, lateral-4: 0.8358, lateral-5: 1.1707]
2025-10-23 17:19:59.666715 Epoch [042/100], Step [0002/0002], [lateral-edge: 0.7024, lateral-2: 0.6037, lateral-3: 0.7067, lateral-4: 0.8430, lateral-5: 1.1195]
2025-10-23 17:20:01.291345 Epoch [043/100], Step [0002/0002], [lateral-edge: 0.7015, lateral-2: 0.5976, lateral-3: 0.7035, lateral-4: 0.8355, lateral-5: 1.0993]
2025-10-23 17:20:02.909542 Epoch [044/100], Step [0002/0002], [lateral-edge: 0.7005, lateral-2: 0.5908, lateral-3: 0.6980, lateral-4: 0.8368, lateral-5: 1.0802]
2025-10-23 17:20:04.526247 Epoch [045/100], Step [0002/0002], [lateral-edge: 0.6994, lateral-2: 0.6056, lateral-3: 0.7053, lateral-4: 0.8348, lateral-5: 1.0758]
2025-10-23 17:20:06.140600 Epoch [046/100], Step [0002/0002], [lateral-edge: 0.6983, lateral-2: 0.5776, lateral-3: 0.6889, lateral-4: 0.8294, lateral-5: 1.0528]
2025-10-23 17:20:07.755105 Epoch [047/100], Step [0002/0002], [lateral-edge: 0.6974, lateral-2: 0.5665, lateral-3: 0.6784, lateral-4: 0.8183, lateral-5: 1.0495]
2025-10-23 17:20:09.347982 Epoch [048/100], Step [0002/0002], [lateral-edge: 0.6968, lateral-2: 0.5757, lateral-3: 0.6855, lateral-4: 0.8237, lateral-5: 1.0862]
2025-10-23 17:20:10.966429 Epoch [049/100], Step [0002/0002], [lateral-edge: 0.6959, lateral-2: 0.5599, lateral-3: 0.6720, lateral-4: 0.8183, lateral-5: 1.0415]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_2/Inf-Net-50.pth
2025-10-23 17:20:12.764294 Epoch [050/100], Step [0002/0002], [lateral-edge: 0.6957, lateral-2: 0.6103, lateral-3: 0.7085, lateral-4: 0.8391, lateral-5: 1.1068]
2025-10-23 17:20:14.385880 Epoch [051/100], Step [0002/0002], [lateral-edge: 0.6955, lateral-2: 0.5687, lateral-3: 0.6825, lateral-4: 0.8223, lateral-5: 1.0249]
