Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_1/noise_multiplier_0.05
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 14:28:57.987403 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7790, lateral-2: 1.6483, lateral-3: 1.5934, lateral-4: 1.6031, lateral-5: 1.5851, epsilon: inf]
2025-10-24 14:29:02.299024 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7744, lateral-2: 1.4646, lateral-3: 1.4505, lateral-4: 1.4894, lateral-5: 1.5150, epsilon: inf]
2025-10-24 14:29:07.584562 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7698, lateral-2: 1.3604, lateral-3: 1.3778, lateral-4: 1.4139, lateral-5: 1.4737, epsilon: inf]
2025-10-24 14:29:14.259125 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7677, lateral-2: 1.2675, lateral-3: 1.2986, lateral-4: 1.3469, lateral-5: 1.4279, epsilon: inf]
2025-10-24 14:29:21.686751 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7670, lateral-2: 1.1897, lateral-3: 1.2255, lateral-4: 1.2885, lateral-5: 1.3784, epsilon: inf]
2025-10-24 14:29:31.143012 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7665, lateral-2: 1.1319, lateral-3: 1.1713, lateral-4: 1.2484, lateral-5: 1.3318, epsilon: inf]
2025-10-24 14:29:42.551519 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7660, lateral-2: 1.0934, lateral-3: 1.1345, lateral-4: 1.2217, lateral-5: 1.2908, epsilon: inf]
2025-10-24 14:30:03.915147 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7654, lateral-2: 1.0652, lateral-3: 1.1076, lateral-4: 1.2002, lateral-5: 1.2531, epsilon: inf]
2025-10-24 14:30:19.603674 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7647, lateral-2: 1.0413, lateral-3: 1.0863, lateral-4: 1.1805, lateral-5: 1.2198, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_1/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 14:30:38.758794 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7640, lateral-2: 1.0200, lateral-3: 1.0687, lateral-4: 1.1609, lateral-5: 1.1920, epsilon: inf]
2025-10-24 14:30:59.940930 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7632, lateral-2: 1.0007, lateral-3: 1.0531, lateral-4: 1.1441, lateral-5: 1.1696, epsilon: inf]
2025-10-24 14:31:22.308284 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7623, lateral-2: 0.9839, lateral-3: 1.0391, lateral-4: 1.1306, lateral-5: 1.1509, epsilon: inf]
2025-10-24 14:31:52.287405 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7615, lateral-2: 0.9695, lateral-3: 1.0256, lateral-4: 1.1167, lateral-5: 1.1325, epsilon: inf]
2025-10-24 14:32:20.428560 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7607, lateral-2: 0.9570, lateral-3: 1.0126, lateral-4: 1.1023, lateral-5: 1.1150, epsilon: inf]
2025-10-24 14:32:53.271246 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7599, lateral-2: 0.9451, lateral-3: 1.0000, lateral-4: 1.0884, lateral-5: 1.0999, epsilon: inf]
2025-10-24 14:33:27.660669 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7591, lateral-2: 0.9334, lateral-3: 0.9883, lateral-4: 1.0746, lateral-5: 1.0864, epsilon: inf]
2025-10-24 14:33:59.207188 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7583, lateral-2: 0.9221, lateral-3: 0.9775, lateral-4: 1.0613, lateral-5: 1.0731, epsilon: inf]
2025-10-24 14:34:42.498125 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7576, lateral-2: 0.9112, lateral-3: 0.9668, lateral-4: 1.0489, lateral-5: 1.0610, epsilon: inf]
Training completed at Fri Oct 24 14:35:05 CEST 2025
