Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: open
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/open/batch_64/run_2/noise_multiplier_0.05
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='open', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 14:09:38.830447 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7621, lateral-2: 1.5315, lateral-3: 1.5137, lateral-4: 1.5251, lateral-5: 1.5168, epsilon: inf]
2025-10-24 14:09:43.287817 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7598, lateral-2: 1.3788, lateral-3: 1.3750, lateral-4: 1.4303, lateral-5: 1.4551, epsilon: inf]
2025-10-24 14:09:48.738062 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7580, lateral-2: 1.2697, lateral-3: 1.2882, lateral-4: 1.3640, lateral-5: 1.4169, epsilon: inf]
2025-10-24 14:09:55.966937 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7568, lateral-2: 1.1882, lateral-3: 1.2111, lateral-4: 1.3031, lateral-5: 1.3790, epsilon: inf]
2025-10-24 14:10:04.028540 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7555, lateral-2: 1.1263, lateral-3: 1.1550, lateral-4: 1.2568, lateral-5: 1.3387, epsilon: inf]
2025-10-24 14:10:13.945879 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7542, lateral-2: 1.0800, lateral-3: 1.1165, lateral-4: 1.2228, lateral-5: 1.2921, epsilon: inf]
2025-10-24 14:10:25.662608 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7530, lateral-2: 1.0464, lateral-3: 1.0895, lateral-4: 1.1977, lateral-5: 1.2477, epsilon: inf]
2025-10-24 14:10:49.896185 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7519, lateral-2: 1.0205, lateral-3: 1.0689, lateral-4: 1.1785, lateral-5: 1.2142, epsilon: inf]
2025-10-24 14:11:06.624652 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7509, lateral-2: 0.9989, lateral-3: 1.0507, lateral-4: 1.1596, lateral-5: 1.1892, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/open/batch_64/run_2/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 14:11:26.341928 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7499, lateral-2: 0.9810, lateral-3: 1.0343, lateral-4: 1.1420, lateral-5: 1.1697, epsilon: inf]
2025-10-24 14:11:48.216100 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7490, lateral-2: 0.9660, lateral-3: 1.0195, lateral-4: 1.1248, lateral-5: 1.1489, epsilon: inf]
2025-10-24 14:12:11.048228 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7481, lateral-2: 0.9523, lateral-3: 1.0058, lateral-4: 1.1080, lateral-5: 1.1260, epsilon: inf]
2025-10-24 14:12:49.474624 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7473, lateral-2: 0.9392, lateral-3: 0.9928, lateral-4: 1.0931, lateral-5: 1.1059, epsilon: inf]
2025-10-24 14:13:18.751287 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7465, lateral-2: 0.9263, lateral-3: 0.9796, lateral-4: 1.0787, lateral-5: 1.0905, epsilon: inf]
2025-10-24 14:13:52.131570 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7457, lateral-2: 0.9134, lateral-3: 0.9662, lateral-4: 1.0643, lateral-5: 1.0759, epsilon: inf]
2025-10-24 14:14:28.122462 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7450, lateral-2: 0.9007, lateral-3: 0.9537, lateral-4: 1.0516, lateral-5: 1.0622, epsilon: inf]
2025-10-24 14:15:08.013252 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7443, lateral-2: 0.8886, lateral-3: 0.9426, lateral-4: 1.0409, lateral-5: 1.0496, epsilon: inf]
2025-10-24 14:15:53.971464 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7437, lateral-2: 0.8768, lateral-3: 0.9319, lateral-4: 1.0307, lateral-5: 1.0383, epsilon: inf]
Training completed at Fri Oct 24 14:16:18 CEST 2025
