Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Morphology: erosion
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_morphology=True, morph_operation='erosion', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:25:14.867877 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7690, lateral-2: 1.4966, lateral-3: 1.5356, lateral-4: 1.5660, lateral-5: 1.5354]
2025-10-23 17:25:16.504936 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7560, lateral-2: 1.3957, lateral-3: 1.4552, lateral-4: 1.5057, lateral-5: 1.5281]
2025-10-23 17:25:18.164654 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7550, lateral-2: 1.3650, lateral-3: 1.4093, lateral-4: 1.4726, lateral-5: 1.5183]
2025-10-23 17:25:19.795003 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7527, lateral-2: 1.3462, lateral-3: 1.3729, lateral-4: 1.4371, lateral-5: 1.4946]
2025-10-23 17:25:21.434491 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7481, lateral-2: 1.3109, lateral-3: 1.3405, lateral-4: 1.4060, lateral-5: 1.4421]
2025-10-23 17:25:23.072503 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7461, lateral-2: 1.2576, lateral-3: 1.2907, lateral-4: 1.3643, lateral-5: 1.4039]
2025-10-23 17:25:24.718783 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7446, lateral-2: 1.1820, lateral-3: 1.2106, lateral-4: 1.2733, lateral-5: 1.3954]
2025-10-23 17:25:26.358424 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7419, lateral-2: 1.0964, lateral-3: 1.1397, lateral-4: 1.2230, lateral-5: 1.4183]
2025-10-23 17:25:27.992995 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7402, lateral-2: 1.0204, lateral-3: 1.0630, lateral-4: 1.1500, lateral-5: 1.4663]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-10.pth
2025-10-23 17:25:29.817256 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7386, lateral-2: 0.9351, lateral-3: 0.9808, lateral-4: 1.0615, lateral-5: 1.4764]
2025-10-23 17:25:31.453246 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7369, lateral-2: 0.8859, lateral-3: 0.9398, lateral-4: 1.0271, lateral-5: 1.4911]
2025-10-23 17:25:33.094233 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7353, lateral-2: 0.8539, lateral-3: 0.9130, lateral-4: 1.0040, lateral-5: 1.4832]
2025-10-23 17:25:34.770911 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7340, lateral-2: 0.8329, lateral-3: 0.9006, lateral-4: 0.9987, lateral-5: 1.4823]
2025-10-23 17:25:36.407172 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7326, lateral-2: 0.8228, lateral-3: 0.8849, lateral-4: 0.9772, lateral-5: 1.4605]
2025-10-23 17:25:38.053695 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7313, lateral-2: 0.8018, lateral-3: 0.8711, lateral-4: 0.9676, lateral-5: 1.4413]
2025-10-23 17:25:39.680950 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7302, lateral-2: 0.7803, lateral-3: 0.8515, lateral-4: 0.9533, lateral-5: 1.4222]
2025-10-23 17:25:41.313717 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7291, lateral-2: 0.7688, lateral-3: 0.8437, lateral-4: 0.9467, lateral-5: 1.3988]
2025-10-23 17:25:42.936227 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7281, lateral-2: 0.7452, lateral-3: 0.8195, lateral-4: 0.9215, lateral-5: 1.3739]
2025-10-23 17:25:44.560616 Epoch [019/100], Step [0001/0001], [lateral-edge: 0.7272, lateral-2: 0.7320, lateral-3: 0.8102, lateral-4: 0.9139, lateral-5: 1.3563]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-20.pth
2025-10-23 17:25:46.457838 Epoch [020/100], Step [0001/0001], [lateral-edge: 0.7263, lateral-2: 0.7196, lateral-3: 0.7980, lateral-4: 0.9047, lateral-5: 1.3371]
2025-10-23 17:25:48.109801 Epoch [021/100], Step [0001/0001], [lateral-edge: 0.7254, lateral-2: 0.6983, lateral-3: 0.7807, lateral-4: 0.8890, lateral-5: 1.3097]
2025-10-23 17:25:49.779280 Epoch [022/100], Step [0001/0001], [lateral-edge: 0.7246, lateral-2: 0.6826, lateral-3: 0.7661, lateral-4: 0.8757, lateral-5: 1.2883]
2025-10-23 17:25:51.435539 Epoch [023/100], Step [0001/0001], [lateral-edge: 0.7238, lateral-2: 0.6731, lateral-3: 0.7587, lateral-4: 0.8712, lateral-5: 1.2624]
2025-10-23 17:25:53.087890 Epoch [024/100], Step [0001/0001], [lateral-edge: 0.7231, lateral-2: 0.6632, lateral-3: 0.7500, lateral-4: 0.8631, lateral-5: 1.2366]
2025-10-23 17:25:54.755138 Epoch [025/100], Step [0001/0001], [lateral-edge: 0.7223, lateral-2: 0.6529, lateral-3: 0.7396, lateral-4: 0.8530, lateral-5: 1.2205]
2025-10-23 17:25:56.389008 Epoch [026/100], Step [0001/0001], [lateral-edge: 0.7216, lateral-2: 0.6420, lateral-3: 0.7308, lateral-4: 0.8464, lateral-5: 1.1943]
2025-10-23 17:25:58.030530 Epoch [027/100], Step [0001/0001], [lateral-edge: 0.7209, lateral-2: 0.6312, lateral-3: 0.7236, lateral-4: 0.8395, lateral-5: 1.1734]
2025-10-23 17:25:59.699688 Epoch [028/100], Step [0001/0001], [lateral-edge: 0.7202, lateral-2: 0.6177, lateral-3: 0.7115, lateral-4: 0.8307, lateral-5: 1.1603]
2025-10-23 17:26:01.371581 Epoch [029/100], Step [0001/0001], [lateral-edge: 0.7196, lateral-2: 0.6146, lateral-3: 0.7085, lateral-4: 0.8296, lateral-5: 1.1433]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-30.pth
2025-10-23 17:26:03.212638 Epoch [030/100], Step [0001/0001], [lateral-edge: 0.7189, lateral-2: 0.6056, lateral-3: 0.6989, lateral-4: 0.8230, lateral-5: 1.1303]
2025-10-23 17:26:04.893772 Epoch [031/100], Step [0001/0001], [lateral-edge: 0.7183, lateral-2: 0.6058, lateral-3: 0.7022, lateral-4: 0.8240, lateral-5: 1.1077]
2025-10-23 17:26:06.557054 Epoch [032/100], Step [0001/0001], [lateral-edge: 0.7176, lateral-2: 0.5977, lateral-3: 0.6956, lateral-4: 0.8237, lateral-5: 1.0944]
2025-10-23 17:26:08.224482 Epoch [033/100], Step [0001/0001], [lateral-edge: 0.7170, lateral-2: 0.6017, lateral-3: 0.6997, lateral-4: 0.8238, lateral-5: 1.0746]
2025-10-23 17:26:09.883019 Epoch [034/100], Step [0001/0001], [lateral-edge: 0.7164, lateral-2: 0.5862, lateral-3: 0.6885, lateral-4: 0.8187, lateral-5: 1.0780]
2025-10-23 17:26:11.561279 Epoch [035/100], Step [0001/0001], [lateral-edge: 0.7158, lateral-2: 0.5754, lateral-3: 0.6799, lateral-4: 0.8114, lateral-5: 1.0600]
2025-10-23 17:26:13.213559 Epoch [036/100], Step [0001/0001], [lateral-edge: 0.7151, lateral-2: 0.5688, lateral-3: 0.6714, lateral-4: 0.8038, lateral-5: 1.0466]
2025-10-23 17:26:14.899785 Epoch [037/100], Step [0001/0001], [lateral-edge: 0.7145, lateral-2: 0.5664, lateral-3: 0.6731, lateral-4: 0.8061, lateral-5: 1.0374]
2025-10-23 17:26:16.546389 Epoch [038/100], Step [0001/0001], [lateral-edge: 0.7139, lateral-2: 0.5620, lateral-3: 0.6713, lateral-4: 0.8077, lateral-5: 1.0355]
2025-10-23 17:26:18.175658 Epoch [039/100], Step [0001/0001], [lateral-edge: 0.7133, lateral-2: 0.5663, lateral-3: 0.6723, lateral-4: 0.8097, lateral-5: 1.0265]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-40.pth
2025-10-23 17:26:20.024453 Epoch [040/100], Step [0001/0001], [lateral-edge: 0.7127, lateral-2: 0.5656, lateral-3: 0.6750, lateral-4: 0.8121, lateral-5: 1.0164]
2025-10-23 17:26:21.668298 Epoch [041/100], Step [0001/0001], [lateral-edge: 0.7121, lateral-2: 0.5637, lateral-3: 0.6721, lateral-4: 0.8109, lateral-5: 1.0254]
2025-10-23 17:26:23.313975 Epoch [042/100], Step [0001/0001], [lateral-edge: 0.7115, lateral-2: 0.5694, lateral-3: 0.6796, lateral-4: 0.8161, lateral-5: 1.0094]
2025-10-23 17:26:24.968001 Epoch [043/100], Step [0001/0001], [lateral-edge: 0.7109, lateral-2: 0.5792, lateral-3: 0.6855, lateral-4: 0.8230, lateral-5: 1.0082]
2025-10-23 17:26:26.609814 Epoch [044/100], Step [0001/0001], [lateral-edge: 0.7103, lateral-2: 0.5729, lateral-3: 0.6840, lateral-4: 0.8232, lateral-5: 1.0077]
2025-10-23 17:26:28.235347 Epoch [045/100], Step [0001/0001], [lateral-edge: 0.7097, lateral-2: 0.5518, lateral-3: 0.6652, lateral-4: 0.8075, lateral-5: 1.0004]
2025-10-23 17:26:29.853580 Epoch [046/100], Step [0001/0001], [lateral-edge: 0.7092, lateral-2: 0.5513, lateral-3: 0.6655, lateral-4: 0.8049, lateral-5: 0.9770]
2025-10-23 17:26:31.481365 Epoch [047/100], Step [0001/0001], [lateral-edge: 0.7086, lateral-2: 0.5355, lateral-3: 0.6529, lateral-4: 0.7975, lateral-5: 0.9718]
2025-10-23 17:26:33.104039 Epoch [048/100], Step [0001/0001], [lateral-edge: 0.7080, lateral-2: 0.5248, lateral-3: 0.6457, lateral-4: 0.7903, lateral-5: 0.9531]
2025-10-23 17:26:34.746990 Epoch [049/100], Step [0001/0001], [lateral-edge: 0.7074, lateral-2: 0.5173, lateral-3: 0.6383, lateral-4: 0.7888, lateral-5: 0.9510]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-50.pth
2025-10-23 17:26:36.622367 Epoch [050/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5084, lateral-3: 0.6329, lateral-4: 0.7829, lateral-5: 0.9291]
2025-10-23 17:26:38.265938 Epoch [051/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5047, lateral-3: 0.6294, lateral-4: 0.7801, lateral-5: 0.9273]
2025-10-23 17:26:39.921523 Epoch [052/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5042, lateral-3: 0.6288, lateral-4: 0.7797, lateral-5: 0.9268]
2025-10-23 17:26:41.564705 Epoch [053/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:26:43.243689 Epoch [054/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6288, lateral-4: 0.7797, lateral-5: 0.9267]
2025-10-23 17:26:44.917202 Epoch [055/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6288, lateral-4: 0.7797, lateral-5: 0.9266]
2025-10-23 17:26:46.578262 Epoch [056/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:26:48.251014 Epoch [057/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6287, lateral-4: 0.7797, lateral-5: 0.9267]
2025-10-23 17:26:49.906891 Epoch [058/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:26:51.607615 Epoch [059/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-60.pth
2025-10-23 17:26:53.523743 Epoch [060/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6288, lateral-4: 0.7797, lateral-5: 0.9267]
2025-10-23 17:26:55.184992 Epoch [061/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7797, lateral-5: 0.9267]
2025-10-23 17:26:56.828759 Epoch [062/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9266]
2025-10-23 17:26:58.507927 Epoch [063/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9266]
2025-10-23 17:27:00.167979 Epoch [064/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:01.844105 Epoch [065/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:03.492503 Epoch [066/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:05.163020 Epoch [067/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6288, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:06.831465 Epoch [068/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:08.505729 Epoch [069/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_1/Inf-Net-70.pth
2025-10-23 17:27:10.496071 Epoch [070/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:12.156632 Epoch [071/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:13.840973 Epoch [072/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:15.500862 Epoch [073/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:17.162369 Epoch [074/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:18.823760 Epoch [075/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6288, lateral-4: 0.7797, lateral-5: 0.9266]
2025-10-23 17:27:20.471980 Epoch [076/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5040, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9267]
2025-10-23 17:27:22.146732 Epoch [077/100], Step [0001/0001], [lateral-edge: 0.7070, lateral-2: 0.5041, lateral-3: 0.6287, lateral-4: 0.7796, lateral-5: 0.9266]
