Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: open
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/open/batch_32/run_3/noise_multiplier_0.3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=True, noise_multiplier=0.3, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='open', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:25:46.541749 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7770, lateral-2: 1.5654, lateral-3: 1.6698, lateral-4: 1.5932, lateral-5: 1.5177, epsilon: 54.8910]
2025-10-24 13:25:50.912732 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7780, lateral-2: 1.5296, lateral-3: 1.5547, lateral-4: 1.5240, lateral-5: 1.5091, epsilon: 84.8094]
2025-10-24 13:25:55.475945 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7775, lateral-2: 1.4994, lateral-3: 1.5015, lateral-4: 1.4816, lateral-5: 1.4870, epsilon: 110.4391]
2025-10-24 13:25:59.833713 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7771, lateral-2: 1.4932, lateral-3: 1.4753, lateral-4: 1.4723, lateral-5: 1.4773, epsilon: 133.9877]
2025-10-24 13:26:03.964276 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7787, lateral-2: 1.4802, lateral-3: 1.4638, lateral-4: 1.4555, lateral-5: 1.4725, epsilon: 156.2438]
2025-10-24 13:26:08.834841 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7763, lateral-2: 1.4416, lateral-3: 1.4343, lateral-4: 1.4277, lateral-5: 1.4498, epsilon: 177.5980]
2025-10-24 13:26:13.379116 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7747, lateral-2: 1.4054, lateral-3: 1.4099, lateral-4: 1.4048, lateral-5: 1.4317, epsilon: 198.2751]
2025-10-24 13:26:18.021841 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7743, lateral-2: 1.4051, lateral-3: 1.4068, lateral-4: 1.3944, lateral-5: 1.4285, epsilon: 218.4212]
2025-10-24 13:26:23.148438 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7751, lateral-2: 1.4100, lateral-3: 1.4042, lateral-4: 1.3944, lateral-5: 1.4223, epsilon: 238.1356]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/open/batch_32/run_3/noise_multiplier_0.3/Inf-Net-10.pth
2025-10-24 13:26:28.837773 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7733, lateral-2: 1.3699, lateral-3: 1.3778, lateral-4: 1.3704, lateral-5: 1.4079, epsilon: 257.4901]
