Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net_DP/batch_32/run_3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=True, noise_multiplier=1.5, max_grad_norm=1.0, delta=1e-05, enable_morphology=False, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:19:30.598645 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7813, lateral-2: 1.6196, lateral-3: 1.6078, lateral-4: 1.6532, lateral-5: 1.5487, epsilon: 4.5424]
2025-10-24 12:19:35.231984 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7806, lateral-2: 1.5870, lateral-3: 1.5828, lateral-4: 1.6265, lateral-5: 1.5339, epsilon: 6.4178]
2025-10-24 12:19:40.273224 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7800, lateral-2: 1.5819, lateral-3: 1.5804, lateral-4: 1.5876, lateral-5: 1.5356, epsilon: 7.9389]
2025-10-24 12:19:44.900827 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7794, lateral-2: 1.5591, lateral-3: 1.5561, lateral-4: 1.5512, lateral-5: 1.5280, epsilon: 9.2777]
2025-10-24 12:19:49.388966 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7797, lateral-2: 1.5394, lateral-3: 1.5392, lateral-4: 1.5346, lateral-5: 1.5219, epsilon: 10.5000]
2025-10-24 12:19:54.295364 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7791, lateral-2: 1.5322, lateral-3: 1.5326, lateral-4: 1.5094, lateral-5: 1.5178, epsilon: 11.6397]
2025-10-24 12:19:58.380580 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7796, lateral-2: 1.5320, lateral-3: 1.5254, lateral-4: 1.5088, lateral-5: 1.5200, epsilon: 12.7166]
2025-10-24 12:20:02.457445 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7779, lateral-2: 1.5241, lateral-3: 1.5227, lateral-4: 1.5082, lateral-5: 1.5242, epsilon: 13.7439]
2025-10-24 12:20:06.401384 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7773, lateral-2: 1.4919, lateral-3: 1.4955, lateral-4: 1.4763, lateral-5: 1.5022, epsilon: 14.7305]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_32/run_3/Inf-Net-10.pth
2025-10-24 12:20:10.659833 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7759, lateral-2: 1.5249, lateral-3: 1.5261, lateral-4: 1.5045, lateral-5: 1.5270, epsilon: 15.6831]
2025-10-24 12:20:15.101894 Epoch [011/100], Step [0002/0002], [lateral-edge: 0.7752, lateral-2: 1.4883, lateral-3: 1.4991, lateral-4: 1.4774, lateral-5: 1.5086, epsilon: 16.6066]
2025-10-24 12:20:19.405860 Epoch [012/100], Step [0002/0002], [lateral-edge: 0.7741, lateral-2: 1.5067, lateral-3: 1.5058, lateral-4: 1.4859, lateral-5: 1.5198, epsilon: 17.5049]
2025-10-24 12:20:24.510991 Epoch [013/100], Step [0002/0002], [lateral-edge: 0.7736, lateral-2: 1.4901, lateral-3: 1.4940, lateral-4: 1.4744, lateral-5: 1.5098, epsilon: 18.3811]
2025-10-24 12:20:28.547455 Epoch [014/100], Step [0002/0002], [lateral-edge: 0.7722, lateral-2: 1.4607, lateral-3: 1.4770, lateral-4: 1.4441, lateral-5: 1.4965, epsilon: 19.2376]
2025-10-24 12:20:32.861234 Epoch [015/100], Step [0002/0002], [lateral-edge: 0.7719, lateral-2: 1.4476, lateral-3: 1.4623, lateral-4: 1.4370, lateral-5: 1.4938, epsilon: 20.0766]
2025-10-24 12:20:37.850549 Epoch [016/100], Step [0002/0002], [lateral-edge: 0.7709, lateral-2: 1.4685, lateral-3: 1.4656, lateral-4: 1.4489, lateral-5: 1.5002, epsilon: 20.8997]
2025-10-24 12:20:42.763686 Epoch [017/100], Step [0002/0002], [lateral-edge: 0.7712, lateral-2: 1.4545, lateral-3: 1.4652, lateral-4: 1.4450, lateral-5: 1.4931, epsilon: 21.7085]
2025-10-24 12:20:47.463886 Epoch [018/100], Step [0002/0002], [lateral-edge: 0.7712, lateral-2: 1.4549, lateral-3: 1.4591, lateral-4: 1.4465, lateral-5: 1.4958, epsilon: 22.5041]
2025-10-24 12:20:51.620225 Epoch [019/100], Step [0002/0002], [lateral-edge: 0.7706, lateral-2: 1.4598, lateral-3: 1.4674, lateral-4: 1.4568, lateral-5: 1.5000, epsilon: 23.2876]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_32/run_3/Inf-Net-20.pth
