Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: close
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_64/run_1/noise_multiplier_0.05
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:19:09.932008 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7869, lateral-2: 1.6016, lateral-3: 1.6684, lateral-4: 1.5783, lateral-5: 1.5198, epsilon: inf]
2025-10-24 13:19:14.398455 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7778, lateral-2: 1.4522, lateral-3: 1.4452, lateral-4: 1.4742, lateral-5: 1.4801, epsilon: inf]
2025-10-24 13:19:19.894633 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7645, lateral-2: 1.3921, lateral-3: 1.3837, lateral-4: 1.4150, lateral-5: 1.4592, epsilon: inf]
2025-10-24 13:19:26.816696 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7619, lateral-2: 1.3135, lateral-3: 1.3410, lateral-4: 1.3732, lateral-5: 1.4377, epsilon: inf]
2025-10-24 13:19:34.253408 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7621, lateral-2: 1.2448, lateral-3: 1.2944, lateral-4: 1.3344, lateral-5: 1.4113, epsilon: inf]
2025-10-24 13:19:44.039691 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7606, lateral-2: 1.1924, lateral-3: 1.2477, lateral-4: 1.3009, lateral-5: 1.3832, epsilon: inf]
2025-10-24 13:19:55.346805 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7586, lateral-2: 1.1539, lateral-3: 1.2071, lateral-4: 1.2714, lateral-5: 1.3562, epsilon: inf]
2025-10-24 13:20:16.454169 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7572, lateral-2: 1.1224, lateral-3: 1.1742, lateral-4: 1.2472, lateral-5: 1.3297, epsilon: inf]
2025-10-24 13:20:32.012094 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7562, lateral-2: 1.0912, lateral-3: 1.1475, lateral-4: 1.2270, lateral-5: 1.3034, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_64/run_1/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 13:20:50.763563 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7551, lateral-2: 1.0631, lateral-3: 1.1247, lateral-4: 1.2088, lateral-5: 1.2789, epsilon: inf]
2025-10-24 13:21:11.350382 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7537, lateral-2: 1.0414, lateral-3: 1.1039, lateral-4: 1.1918, lateral-5: 1.2558, epsilon: inf]
2025-10-24 13:21:33.149277 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7522, lateral-2: 1.0235, lateral-3: 1.0861, lateral-4: 1.1750, lateral-5: 1.2339, epsilon: inf]
2025-10-24 13:22:02.292514 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7508, lateral-2: 1.0067, lateral-3: 1.0707, lateral-4: 1.1564, lateral-5: 1.2126, epsilon: inf]
2025-10-24 13:22:29.678608 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7496, lateral-2: 0.9927, lateral-3: 1.0571, lateral-4: 1.1386, lateral-5: 1.1939, epsilon: inf]
2025-10-24 13:23:01.860862 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7485, lateral-2: 0.9809, lateral-3: 1.0452, lateral-4: 1.1231, lateral-5: 1.1784, epsilon: inf]
2025-10-24 13:23:35.466003 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7474, lateral-2: 0.9698, lateral-3: 1.0326, lateral-4: 1.1092, lateral-5: 1.1649, epsilon: inf]
2025-10-24 13:24:06.150990 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7465, lateral-2: 0.9598, lateral-3: 1.0210, lateral-4: 1.0982, lateral-5: 1.1532, epsilon: inf]
2025-10-24 13:24:47.722687 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7457, lateral-2: 0.9506, lateral-3: 1.0097, lateral-4: 1.0870, lateral-5: 1.1423, epsilon: inf]
Training completed at Fri Oct 24 13:25:09 CEST 2025
