Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_1/noise_multiplier_1.5
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=1.5, max_grad_norm=1.0, delta=1e-05, enable_morphology=False, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:37:05.952287 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7684, lateral-2: 1.7363, lateral-3: 1.6367, lateral-4: 1.5745, lateral-5: 1.5778, epsilon: 5.1851]
2025-10-24 13:37:08.998262 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7685, lateral-2: 1.7013, lateral-3: 1.6123, lateral-4: 1.5560, lateral-5: 1.5744, epsilon: 7.8193]
2025-10-24 13:37:12.158548 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7684, lateral-2: 1.6761, lateral-3: 1.5958, lateral-4: 1.5444, lateral-5: 1.5712, epsilon: 10.0077]
2025-10-24 13:37:15.538913 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7683, lateral-2: 1.6570, lateral-3: 1.5833, lateral-4: 1.5364, lateral-5: 1.5687, epsilon: 11.9630]
2025-10-24 13:37:18.595342 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7682, lateral-2: 1.6399, lateral-3: 1.5720, lateral-4: 1.5302, lateral-5: 1.5665, epsilon: 13.7684]
2025-10-24 13:37:21.778451 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7681, lateral-2: 1.6249, lateral-3: 1.5616, lateral-4: 1.5247, lateral-5: 1.5645, epsilon: 15.4668]
2025-10-24 13:37:24.948797 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7680, lateral-2: 1.6116, lateral-3: 1.5519, lateral-4: 1.5194, lateral-5: 1.5625, epsilon: 17.0838]
2025-10-24 13:37:28.050959 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7679, lateral-2: 1.5993, lateral-3: 1.5429, lateral-4: 1.5142, lateral-5: 1.5603, epsilon: 18.6363]
2025-10-24 13:37:31.326345 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7678, lateral-2: 1.5881, lateral-3: 1.5348, lateral-4: 1.5092, lateral-5: 1.5580, epsilon: 20.1358]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_1/noise_multiplier_1.5/Inf-Net-10.pth
2025-10-24 13:37:34.606338 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7675, lateral-2: 1.5780, lateral-3: 1.5275, lateral-4: 1.5042, lateral-5: 1.5556, epsilon: 21.5910]
