Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: close
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_128/run_2/noise_multiplier_0.05
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:38:11.297291 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7726, lateral-2: 1.6448, lateral-3: 1.6161, lateral-4: 1.5559, lateral-5: 1.5642, epsilon: inf]
2025-10-24 13:38:16.111842 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7692, lateral-2: 1.4829, lateral-3: 1.4857, lateral-4: 1.4992, lateral-5: 1.5164, epsilon: inf]
2025-10-24 13:38:21.943581 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7659, lateral-2: 1.3928, lateral-3: 1.4141, lateral-4: 1.4359, lateral-5: 1.4814, epsilon: inf]
2025-10-24 13:38:29.378540 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7634, lateral-2: 1.3094, lateral-3: 1.3433, lateral-4: 1.3812, lateral-5: 1.4432, epsilon: inf]
2025-10-24 13:38:38.805752 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7614, lateral-2: 1.2296, lateral-3: 1.2715, lateral-4: 1.3247, lateral-5: 1.4013, epsilon: inf]
2025-10-24 13:38:49.792651 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7596, lateral-2: 1.1613, lateral-3: 1.2089, lateral-4: 1.2791, lateral-5: 1.3620, epsilon: inf]
2025-10-24 13:39:02.544152 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7581, lateral-2: 1.1103, lateral-3: 1.1644, lateral-4: 1.2444, lateral-5: 1.3250, epsilon: inf]
2025-10-24 13:39:32.572668 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7568, lateral-2: 1.0753, lateral-3: 1.1345, lateral-4: 1.2167, lateral-5: 1.2891, epsilon: inf]
2025-10-24 13:39:50.170272 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7558, lateral-2: 1.0503, lateral-3: 1.1113, lateral-4: 1.1943, lateral-5: 1.2561, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_128/run_2/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 13:40:12.292157 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7547, lateral-2: 1.0297, lateral-3: 1.0913, lateral-4: 1.1746, lateral-5: 1.2285, epsilon: inf]
2025-10-24 13:40:38.714854 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7537, lateral-2: 1.0111, lateral-3: 1.0739, lateral-4: 1.1574, lateral-5: 1.2055, epsilon: inf]
2025-10-24 13:41:05.890349 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7528, lateral-2: 0.9947, lateral-3: 1.0589, lateral-4: 1.1421, lateral-5: 1.1864, epsilon: inf]
2025-10-24 13:41:45.910470 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7520, lateral-2: 0.9800, lateral-3: 1.0445, lateral-4: 1.1270, lateral-5: 1.1695, epsilon: inf]
2025-10-24 13:42:19.343134 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7512, lateral-2: 0.9665, lateral-3: 1.0299, lateral-4: 1.1113, lateral-5: 1.1532, epsilon: inf]
2025-10-24 13:42:56.996573 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7505, lateral-2: 0.9541, lateral-3: 1.0161, lateral-4: 1.0963, lateral-5: 1.1375, epsilon: inf]
2025-10-24 13:43:40.839275 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7498, lateral-2: 0.9419, lateral-3: 1.0028, lateral-4: 1.0823, lateral-5: 1.1228, epsilon: inf]
2025-10-24 13:44:23.046170 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7492, lateral-2: 0.9295, lateral-3: 0.9898, lateral-4: 1.0693, lateral-5: 1.1092, epsilon: inf]
2025-10-24 13:45:12.057584 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7486, lateral-2: 0.9173, lateral-3: 0.9779, lateral-4: 1.0581, lateral-5: 1.0970, epsilon: inf]
Training completed at Fri Oct 24 13:45:37 CEST 2025
