Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_2/noise_multiplier_1.5
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_privacy=True, noise_multiplier=1.5, max_grad_norm=1.0, delta=1e-05, enable_morphology=False, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:30:57.496338 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7855, lateral-2: 1.6096, lateral-3: 1.6297, lateral-4: 1.5983, lateral-5: 1.5824, epsilon: 5.1851]
2025-10-24 13:31:00.429182 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7853, lateral-2: 1.5973, lateral-3: 1.6063, lateral-4: 1.5769, lateral-5: 1.5780, epsilon: 7.8193]
2025-10-24 13:31:03.385163 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7852, lateral-2: 1.5860, lateral-3: 1.5893, lateral-4: 1.5604, lateral-5: 1.5736, epsilon: 10.0077]
2025-10-24 13:31:06.479566 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7850, lateral-2: 1.5758, lateral-3: 1.5761, lateral-4: 1.5474, lateral-5: 1.5688, epsilon: 11.9630]
2025-10-24 13:31:09.432675 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7849, lateral-2: 1.5670, lateral-3: 1.5658, lateral-4: 1.5371, lateral-5: 1.5643, epsilon: 13.7684]
2025-10-24 13:31:12.435445 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7849, lateral-2: 1.5591, lateral-3: 1.5567, lateral-4: 1.5283, lateral-5: 1.5600, epsilon: 15.4668]
2025-10-24 13:31:15.406764 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7847, lateral-2: 1.5514, lateral-3: 1.5485, lateral-4: 1.5203, lateral-5: 1.5557, epsilon: 17.0838]
2025-10-24 13:31:18.458570 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7846, lateral-2: 1.5443, lateral-3: 1.5411, lateral-4: 1.5131, lateral-5: 1.5516, epsilon: 18.6363]
2025-10-24 13:31:21.609885 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7845, lateral-2: 1.5375, lateral-3: 1.5342, lateral-4: 1.5063, lateral-5: 1.5474, epsilon: 20.1358]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_2/noise_multiplier_1.5/Inf-Net-10.pth
2025-10-24 13:31:24.827747 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7845, lateral-2: 1.5308, lateral-3: 1.5277, lateral-4: 1.5001, lateral-5: 1.5434, epsilon: 21.5910]
2025-10-24 13:31:27.813976 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7844, lateral-2: 1.5242, lateral-3: 1.5213, lateral-4: 1.4943, lateral-5: 1.5397, epsilon: 23.0082]
2025-10-24 13:31:30.813956 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7842, lateral-2: 1.5176, lateral-3: 1.5150, lateral-4: 1.4888, lateral-5: 1.5357, epsilon: 24.3925]
2025-10-24 13:31:34.012893 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7841, lateral-2: 1.5114, lateral-3: 1.5088, lateral-4: 1.4834, lateral-5: 1.5317, epsilon: 25.7479]
2025-10-24 13:31:37.083388 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7839, lateral-2: 1.5048, lateral-3: 1.5027, lateral-4: 1.4783, lateral-5: 1.5277, epsilon: 27.0777]
2025-10-24 13:31:40.057454 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7838, lateral-2: 1.4984, lateral-3: 1.4965, lateral-4: 1.4735, lateral-5: 1.5239, epsilon: 28.3845]
2025-10-24 13:31:43.099639 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7836, lateral-2: 1.4921, lateral-3: 1.4903, lateral-4: 1.4690, lateral-5: 1.5203, epsilon: 29.6705]
2025-10-24 13:31:46.086104 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7834, lateral-2: 1.4856, lateral-3: 1.4843, lateral-4: 1.4647, lateral-5: 1.5168, epsilon: 30.9378]
2025-10-24 13:31:49.214419 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7832, lateral-2: 1.4794, lateral-3: 1.4784, lateral-4: 1.4606, lateral-5: 1.5134, epsilon: 32.1878]
2025-10-24 13:31:52.252527 Epoch [019/100], Step [0001/0001], [lateral-edge: 0.7830, lateral-2: 1.4733, lateral-3: 1.4728, lateral-4: 1.4565, lateral-5: 1.5101, epsilon: 33.4220]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_2/noise_multiplier_1.5/Inf-Net-20.pth
2025-10-24 13:31:55.525875 Epoch [020/100], Step [0001/0001], [lateral-edge: 0.7829, lateral-2: 1.4675, lateral-3: 1.4672, lateral-4: 1.4523, lateral-5: 1.5069, epsilon: 34.6416]
2025-10-24 13:31:58.586692 Epoch [021/100], Step [0001/0001], [lateral-edge: 0.7827, lateral-2: 1.4620, lateral-3: 1.4618, lateral-4: 1.4482, lateral-5: 1.5039, epsilon: 35.8478]
2025-10-24 13:32:01.772883 Epoch [022/100], Step [0001/0001], [lateral-edge: 0.7825, lateral-2: 1.4566, lateral-3: 1.4567, lateral-4: 1.4443, lateral-5: 1.5010, epsilon: 37.0413]
2025-10-24 13:32:04.848396 Epoch [023/100], Step [0001/0001], [lateral-edge: 0.7824, lateral-2: 1.4508, lateral-3: 1.4518, lateral-4: 1.4403, lateral-5: 1.4983, epsilon: 38.2232]
2025-10-24 13:32:07.922283 Epoch [024/100], Step [0001/0001], [lateral-edge: 0.7823, lateral-2: 1.4453, lateral-3: 1.4467, lateral-4: 1.4363, lateral-5: 1.4957, epsilon: 39.3941]
2025-10-24 13:32:10.951420 Epoch [025/100], Step [0001/0001], [lateral-edge: 0.7821, lateral-2: 1.4397, lateral-3: 1.4417, lateral-4: 1.4321, lateral-5: 1.4931, epsilon: 40.5547]
2025-10-24 13:32:13.974893 Epoch [026/100], Step [0001/0001], [lateral-edge: 0.7820, lateral-2: 1.4340, lateral-3: 1.4367, lateral-4: 1.4279, lateral-5: 1.4907, epsilon: 41.7056]
2025-10-24 13:32:17.284413 Epoch [027/100], Step [0001/0001], [lateral-edge: 0.7819, lateral-2: 1.4284, lateral-3: 1.4321, lateral-4: 1.4239, lateral-5: 1.4883, epsilon: 42.8474]
2025-10-24 13:32:20.322971 Epoch [028/100], Step [0001/0001], [lateral-edge: 0.7818, lateral-2: 1.4228, lateral-3: 1.4274, lateral-4: 1.4198, lateral-5: 1.4860, epsilon: 43.9805]
2025-10-24 13:32:23.372051 Epoch [029/100], Step [0001/0001], [lateral-edge: 0.7816, lateral-2: 1.4171, lateral-3: 1.4227, lateral-4: 1.4159, lateral-5: 1.4837, epsilon: 45.1054]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_2/noise_multiplier_1.5/Inf-Net-30.pth
2025-10-24 13:32:26.765492 Epoch [030/100], Step [0001/0001], [lateral-edge: 0.7815, lateral-2: 1.4118, lateral-3: 1.4181, lateral-4: 1.4122, lateral-5: 1.4815, epsilon: 46.2226]
2025-10-24 13:32:29.921082 Epoch [031/100], Step [0001/0001], [lateral-edge: 0.7813, lateral-2: 1.4067, lateral-3: 1.4135, lateral-4: 1.4086, lateral-5: 1.4792, epsilon: 47.3324]
2025-10-24 13:32:33.261067 Epoch [032/100], Step [0001/0001], [lateral-edge: 0.7811, lateral-2: 1.4018, lateral-3: 1.4092, lateral-4: 1.4050, lateral-5: 1.4769, epsilon: 48.4352]
2025-10-24 13:32:36.337013 Epoch [033/100], Step [0001/0001], [lateral-edge: 0.7809, lateral-2: 1.3969, lateral-3: 1.4048, lateral-4: 1.4015, lateral-5: 1.4747, epsilon: 49.5313]
2025-10-24 13:32:39.506910 Epoch [034/100], Step [0001/0001], [lateral-edge: 0.7808, lateral-2: 1.3917, lateral-3: 1.4004, lateral-4: 1.3981, lateral-5: 1.4725, epsilon: 50.6210]
2025-10-24 13:32:42.665116 Epoch [035/100], Step [0001/0001], [lateral-edge: 0.7806, lateral-2: 1.3868, lateral-3: 1.3960, lateral-4: 1.3948, lateral-5: 1.4702, epsilon: 51.7045]
2025-10-24 13:32:45.866248 Epoch [036/100], Step [0001/0001], [lateral-edge: 0.7804, lateral-2: 1.3816, lateral-3: 1.3916, lateral-4: 1.3917, lateral-5: 1.4680, epsilon: 52.7822]
2025-10-24 13:32:49.078044 Epoch [037/100], Step [0001/0001], [lateral-edge: 0.7802, lateral-2: 1.3762, lateral-3: 1.3873, lateral-4: 1.3887, lateral-5: 1.4656, epsilon: 53.8542]
2025-10-24 13:32:52.179607 Epoch [038/100], Step [0001/0001], [lateral-edge: 0.7800, lateral-2: 1.3709, lateral-3: 1.3829, lateral-4: 1.3854, lateral-5: 1.4633, epsilon: 54.9209]
2025-10-24 13:32:55.398964 Epoch [039/100], Step [0001/0001], [lateral-edge: 0.7799, lateral-2: 1.3658, lateral-3: 1.3786, lateral-4: 1.3819, lateral-5: 1.4608, epsilon: 55.9824]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_128/run_2/noise_multiplier_1.5/Inf-Net-40.pth
2025-10-24 13:32:58.786079 Epoch [040/100], Step [0001/0001], [lateral-edge: 0.7797, lateral-2: 1.3607, lateral-3: 1.3741, lateral-4: 1.3782, lateral-5: 1.4582, epsilon: 57.0388]
2025-10-24 13:33:02.248330 Epoch [041/100], Step [0001/0001], [lateral-edge: 0.7796, lateral-2: 1.3559, lateral-3: 1.3698, lateral-4: 1.3745, lateral-5: 1.4557, epsilon: 58.0905]
