Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net/batch_128/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_morphology=False, morph_operation='close', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.206394 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7576, lateral-2: 1.5196, lateral-3: 1.4993, lateral-4: 1.5075, lateral-5: 1.5003]
2025-10-23 17:18:52.854477 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7533, lateral-2: 1.4050, lateral-3: 1.4176, lateral-4: 1.4698, lateral-5: 1.4903]
2025-10-23 17:18:54.494909 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7487, lateral-2: 1.3618, lateral-3: 1.3910, lateral-4: 1.4099, lateral-5: 1.4649]
2025-10-23 17:18:56.160164 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7453, lateral-2: 1.3038, lateral-3: 1.3441, lateral-4: 1.3746, lateral-5: 1.4297]
2025-10-23 17:18:57.826631 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7427, lateral-2: 1.2638, lateral-3: 1.2653, lateral-4: 1.3616, lateral-5: 1.4007]
2025-10-23 17:18:59.503375 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7407, lateral-2: 1.1791, lateral-3: 1.2076, lateral-4: 1.2553, lateral-5: 1.3935]
2025-10-23 17:19:01.170041 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7387, lateral-2: 1.0990, lateral-3: 1.1115, lateral-4: 1.1846, lateral-5: 1.4033]
2025-10-23 17:19:02.807125 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7367, lateral-2: 1.0061, lateral-3: 1.0437, lateral-4: 1.1120, lateral-5: 1.4479]
2025-10-23 17:19:04.472036 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7348, lateral-2: 0.9461, lateral-3: 0.9743, lateral-4: 1.0424, lateral-5: 1.4676]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net/batch_128/run_1/Inf-Net-10.pth
2025-10-23 17:19:06.391584 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7330, lateral-2: 0.8863, lateral-3: 0.9274, lateral-4: 1.0044, lateral-5: 1.4834]
2025-10-23 17:19:08.037244 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7315, lateral-2: 0.8503, lateral-3: 0.8997, lateral-4: 0.9794, lateral-5: 1.4741]
2025-10-23 17:19:09.741461 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7301, lateral-2: 0.8370, lateral-3: 0.8904, lateral-4: 0.9860, lateral-5: 1.4749]
2025-10-23 17:19:11.424919 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7287, lateral-2: 0.8238, lateral-3: 0.8773, lateral-4: 0.9675, lateral-5: 1.4523]
2025-10-23 17:19:13.103390 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7273, lateral-2: 0.7981, lateral-3: 0.8578, lateral-4: 0.9567, lateral-5: 1.4391]
2025-10-23 17:19:14.784415 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7261, lateral-2: 0.7824, lateral-3: 0.8431, lateral-4: 0.9437, lateral-5: 1.4196]
2025-10-23 17:19:16.436606 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7249, lateral-2: 0.7582, lateral-3: 0.8229, lateral-4: 0.9265, lateral-5: 1.4003]
2025-10-23 17:19:18.081548 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7237, lateral-2: 0.7372, lateral-3: 0.8067, lateral-4: 0.9128, lateral-5: 1.3896]
2025-10-23 17:19:19.739716 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7226, lateral-2: 0.7190, lateral-3: 0.7909, lateral-4: 0.8980, lateral-5: 1.3585]
2025-10-23 17:19:21.398199 Epoch [019/100], Step [0001/0001], [lateral-edge: 0.7215, lateral-2: 0.6991, lateral-3: 0.7730, lateral-4: 0.8827, lateral-5: 1.3466]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net/batch_128/run_1/Inf-Net-20.pth
2025-10-23 17:19:23.259774 Epoch [020/100], Step [0001/0001], [lateral-edge: 0.7205, lateral-2: 0.6863, lateral-3: 0.7618, lateral-4: 0.8747, lateral-5: 1.3189]
2025-10-23 17:19:24.922683 Epoch [021/100], Step [0001/0001], [lateral-edge: 0.7195, lateral-2: 0.6816, lateral-3: 0.7580, lateral-4: 0.8696, lateral-5: 1.3035]
2025-10-23 17:19:26.572456 Epoch [022/100], Step [0001/0001], [lateral-edge: 0.7186, lateral-2: 0.6653, lateral-3: 0.7462, lateral-4: 0.8606, lateral-5: 1.2764]
2025-10-23 17:19:28.257908 Epoch [023/100], Step [0001/0001], [lateral-edge: 0.7177, lateral-2: 0.6571, lateral-3: 0.7382, lateral-4: 0.8557, lateral-5: 1.2560]
2025-10-23 17:19:29.905483 Epoch [024/100], Step [0001/0001], [lateral-edge: 0.7168, lateral-2: 0.6474, lateral-3: 0.7308, lateral-4: 0.8470, lateral-5: 1.2292]
2025-10-23 17:19:31.563051 Epoch [025/100], Step [0001/0001], [lateral-edge: 0.7159, lateral-2: 0.6326, lateral-3: 0.7202, lateral-4: 0.8396, lateral-5: 1.2090]
2025-10-23 17:19:33.199088 Epoch [026/100], Step [0001/0001], [lateral-edge: 0.7151, lateral-2: 0.6297, lateral-3: 0.7161, lateral-4: 0.8379, lateral-5: 1.1987]
2025-10-23 17:19:34.848694 Epoch [027/100], Step [0001/0001], [lateral-edge: 0.7143, lateral-2: 0.6301, lateral-3: 0.7180, lateral-4: 0.8410, lateral-5: 1.1765]
2025-10-23 17:19:36.529726 Epoch [028/100], Step [0001/0001], [lateral-edge: 0.7135, lateral-2: 0.6215, lateral-3: 0.7105, lateral-4: 0.8338, lateral-5: 1.1579]
2025-10-23 17:19:38.181872 Epoch [029/100], Step [0001/0001], [lateral-edge: 0.7128, lateral-2: 0.6150, lateral-3: 0.7090, lateral-4: 0.8344, lateral-5: 1.1382]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net/batch_128/run_1/Inf-Net-30.pth
2025-10-23 17:19:40.020665 Epoch [030/100], Step [0001/0001], [lateral-edge: 0.7120, lateral-2: 0.6078, lateral-3: 0.6999, lateral-4: 0.8263, lateral-5: 1.1232]
