Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Morphology: open
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_morphology=True, morph_operation='open', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.998823 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7612, lateral-2: 1.5615, lateral-3: 1.5580, lateral-4: 1.5286, lateral-5: 1.5211]
2025-10-23 17:18:53.630152 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7515, lateral-2: 1.4010, lateral-3: 1.4270, lateral-4: 1.4781, lateral-5: 1.5047]
2025-10-23 17:18:55.302818 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7470, lateral-2: 1.3836, lateral-3: 1.3939, lateral-4: 1.4615, lateral-5: 1.5059]
2025-10-23 17:18:56.953489 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7422, lateral-2: 1.3051, lateral-3: 1.3473, lateral-4: 1.4157, lateral-5: 1.4650]
2025-10-23 17:18:58.603123 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7397, lateral-2: 1.2815, lateral-3: 1.3032, lateral-4: 1.3966, lateral-5: 1.4755]
2025-10-23 17:19:00.280638 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7360, lateral-2: 1.1317, lateral-3: 1.1840, lateral-4: 1.2751, lateral-5: 1.5368]
2025-10-23 17:19:01.954007 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7336, lateral-2: 1.0544, lateral-3: 1.0978, lateral-4: 1.1929, lateral-5: 1.5925]
2025-10-23 17:19:03.598301 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7309, lateral-2: 1.0114, lateral-3: 1.0669, lateral-4: 1.1765, lateral-5: 1.5985]
2025-10-23 17:19:05.250182 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7286, lateral-2: 0.9858, lateral-3: 1.0449, lateral-4: 1.1526, lateral-5: 1.5661]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-10.pth
2025-10-23 17:19:07.208030 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7267, lateral-2: 0.9624, lateral-3: 1.0235, lateral-4: 1.1335, lateral-5: 1.5477]
2025-10-23 17:19:08.843796 Epoch [011/100], Step [0002/0002], [lateral-edge: 0.7246, lateral-2: 0.9262, lateral-3: 0.9984, lateral-4: 1.1214, lateral-5: 1.5570]
2025-10-23 17:19:10.499515 Epoch [012/100], Step [0002/0002], [lateral-edge: 0.7231, lateral-2: 0.9100, lateral-3: 0.9784, lateral-4: 1.0956, lateral-5: 1.5153]
2025-10-23 17:19:12.153616 Epoch [013/100], Step [0002/0002], [lateral-edge: 0.7210, lateral-2: 0.8824, lateral-3: 0.9524, lateral-4: 1.0700, lateral-5: 1.5339]
2025-10-23 17:19:13.801088 Epoch [014/100], Step [0002/0002], [lateral-edge: 0.7197, lateral-2: 0.8592, lateral-3: 0.9373, lateral-4: 1.0657, lateral-5: 1.5757]
2025-10-23 17:19:15.461322 Epoch [015/100], Step [0002/0002], [lateral-edge: 0.7186, lateral-2: 0.8843, lateral-3: 0.9569, lateral-4: 1.0695, lateral-5: 1.5177]
2025-10-23 17:19:17.116364 Epoch [016/100], Step [0002/0002], [lateral-edge: 0.7164, lateral-2: 0.8318, lateral-3: 0.9134, lateral-4: 1.0423, lateral-5: 1.4946]
2025-10-23 17:19:18.743707 Epoch [017/100], Step [0002/0002], [lateral-edge: 0.7154, lateral-2: 0.8128, lateral-3: 0.8962, lateral-4: 1.0231, lateral-5: 1.4871]
2025-10-23 17:19:20.391614 Epoch [018/100], Step [0002/0002], [lateral-edge: 0.7141, lateral-2: 0.7896, lateral-3: 0.8728, lateral-4: 1.0031, lateral-5: 1.4633]
2025-10-23 17:19:22.062876 Epoch [019/100], Step [0002/0002], [lateral-edge: 0.7129, lateral-2: 0.7908, lateral-3: 0.8706, lateral-4: 0.9912, lateral-5: 1.4464]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-20.pth
2025-10-23 17:19:24.099540 Epoch [020/100], Step [0002/0002], [lateral-edge: 0.7118, lateral-2: 0.7680, lateral-3: 0.8527, lateral-4: 0.9725, lateral-5: 1.4463]
2025-10-23 17:19:25.728859 Epoch [021/100], Step [0002/0002], [lateral-edge: 0.7110, lateral-2: 0.7550, lateral-3: 0.8412, lateral-4: 0.9648, lateral-5: 1.4230]
2025-10-23 17:19:27.347101 Epoch [022/100], Step [0002/0002], [lateral-edge: 0.7102, lateral-2: 0.7497, lateral-3: 0.8327, lateral-4: 0.9519, lateral-5: 1.3962]
2025-10-23 17:19:28.995586 Epoch [023/100], Step [0002/0002], [lateral-edge: 0.7094, lateral-2: 0.7494, lateral-3: 0.8353, lateral-4: 0.9595, lateral-5: 1.4052]
2025-10-23 17:19:30.627468 Epoch [024/100], Step [0002/0002], [lateral-edge: 0.7084, lateral-2: 0.7310, lateral-3: 0.8188, lateral-4: 0.9381, lateral-5: 1.3750]
2025-10-23 17:19:32.295452 Epoch [025/100], Step [0002/0002], [lateral-edge: 0.7078, lateral-2: 0.7140, lateral-3: 0.8069, lateral-4: 0.9321, lateral-5: 1.3506]
2025-10-23 17:19:33.941531 Epoch [026/100], Step [0002/0002], [lateral-edge: 0.7069, lateral-2: 0.7036, lateral-3: 0.7917, lateral-4: 0.9077, lateral-5: 1.3319]
2025-10-23 17:19:35.580322 Epoch [027/100], Step [0002/0002], [lateral-edge: 0.7062, lateral-2: 0.6934, lateral-3: 0.7896, lateral-4: 0.9193, lateral-5: 1.3374]
2025-10-23 17:19:37.225194 Epoch [028/100], Step [0002/0002], [lateral-edge: 0.7054, lateral-2: 0.7008, lateral-3: 0.7983, lateral-4: 0.9222, lateral-5: 1.3179]
2025-10-23 17:19:38.885083 Epoch [029/100], Step [0002/0002], [lateral-edge: 0.7047, lateral-2: 0.6904, lateral-3: 0.7863, lateral-4: 0.9139, lateral-5: 1.3265]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-30.pth
2025-10-23 17:19:40.778940 Epoch [030/100], Step [0002/0002], [lateral-edge: 0.7043, lateral-2: 0.6661, lateral-3: 0.7654, lateral-4: 0.8912, lateral-5: 1.2837]
2025-10-23 17:19:42.423202 Epoch [031/100], Step [0002/0002], [lateral-edge: 0.7036, lateral-2: 0.6584, lateral-3: 0.7632, lateral-4: 0.8927, lateral-5: 1.2938]
2025-10-23 17:19:44.044932 Epoch [032/100], Step [0002/0002], [lateral-edge: 0.7029, lateral-2: 0.6608, lateral-3: 0.7602, lateral-4: 0.8891, lateral-5: 1.2796]
2025-10-23 17:19:45.680683 Epoch [033/100], Step [0002/0002], [lateral-edge: 0.7027, lateral-2: 0.6796, lateral-3: 0.7747, lateral-4: 0.8951, lateral-5: 1.2544]
2025-10-23 17:19:47.322467 Epoch [034/100], Step [0002/0002], [lateral-edge: 0.7020, lateral-2: 0.6745, lateral-3: 0.7745, lateral-4: 0.9089, lateral-5: 1.2683]
2025-10-23 17:19:48.945708 Epoch [035/100], Step [0002/0002], [lateral-edge: 0.7012, lateral-2: 0.6850, lateral-3: 0.7836, lateral-4: 0.9051, lateral-5: 1.1971]
2025-10-23 17:19:50.580587 Epoch [036/100], Step [0002/0002], [lateral-edge: 0.7007, lateral-2: 0.6571, lateral-3: 0.7543, lateral-4: 0.8856, lateral-5: 1.2280]
2025-10-23 17:19:52.242358 Epoch [037/100], Step [0002/0002], [lateral-edge: 0.7001, lateral-2: 0.6429, lateral-3: 0.7449, lateral-4: 0.8715, lateral-5: 1.2214]
2025-10-23 17:19:53.881485 Epoch [038/100], Step [0002/0002], [lateral-edge: 0.6998, lateral-2: 0.6586, lateral-3: 0.7564, lateral-4: 0.8772, lateral-5: 1.1741]
2025-10-23 17:19:55.532018 Epoch [039/100], Step [0002/0002], [lateral-edge: 0.6992, lateral-2: 0.6202, lateral-3: 0.7299, lateral-4: 0.8612, lateral-5: 1.2003]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-40.pth
2025-10-23 17:19:57.473415 Epoch [040/100], Step [0002/0002], [lateral-edge: 0.6985, lateral-2: 0.6251, lateral-3: 0.7326, lateral-4: 0.8628, lateral-5: 1.1807]
2025-10-23 17:19:59.133537 Epoch [041/100], Step [0002/0002], [lateral-edge: 0.6984, lateral-2: 0.6086, lateral-3: 0.7193, lateral-4: 0.8525, lateral-5: 1.1335]
2025-10-23 17:20:00.749805 Epoch [042/100], Step [0002/0002], [lateral-edge: 0.6980, lateral-2: 0.6280, lateral-3: 0.7347, lateral-4: 0.8640, lateral-5: 1.1635]
2025-10-23 17:20:02.386544 Epoch [043/100], Step [0002/0002], [lateral-edge: 0.6975, lateral-2: 0.5874, lateral-3: 0.7052, lateral-4: 0.8415, lateral-5: 1.1300]
2025-10-23 17:20:04.032623 Epoch [044/100], Step [0002/0002], [lateral-edge: 0.6966, lateral-2: 0.6080, lateral-3: 0.7191, lateral-4: 0.8578, lateral-5: 1.1185]
2025-10-23 17:20:05.700589 Epoch [045/100], Step [0002/0002], [lateral-edge: 0.6962, lateral-2: 0.5878, lateral-3: 0.7077, lateral-4: 0.8428, lateral-5: 1.1016]
2025-10-23 17:20:07.335445 Epoch [046/100], Step [0002/0002], [lateral-edge: 0.6958, lateral-2: 0.5759, lateral-3: 0.6946, lateral-4: 0.8327, lateral-5: 1.1012]
2025-10-23 17:20:08.998610 Epoch [047/100], Step [0002/0002], [lateral-edge: 0.6955, lateral-2: 0.5688, lateral-3: 0.6900, lateral-4: 0.8279, lateral-5: 1.1154]
2025-10-23 17:20:10.653049 Epoch [048/100], Step [0002/0002], [lateral-edge: 0.6947, lateral-2: 0.5629, lateral-3: 0.6862, lateral-4: 0.8294, lateral-5: 1.0898]
2025-10-23 17:20:12.328556 Epoch [049/100], Step [0002/0002], [lateral-edge: 0.6949, lateral-2: 0.5718, lateral-3: 0.6909, lateral-4: 0.8271, lateral-5: 1.0923]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-50.pth
2025-10-23 17:20:14.282223 Epoch [050/100], Step [0002/0002], [lateral-edge: 0.6945, lateral-2: 0.5525, lateral-3: 0.6730, lateral-4: 0.8185, lateral-5: 1.0527]
2025-10-23 17:20:15.917605 Epoch [051/100], Step [0002/0002], [lateral-edge: 0.6943, lateral-2: 0.5629, lateral-3: 0.6872, lateral-4: 0.8356, lateral-5: 1.0732]
2025-10-23 17:20:17.591638 Epoch [052/100], Step [0002/0002], [lateral-edge: 0.6944, lateral-2: 0.5790, lateral-3: 0.6930, lateral-4: 0.8322, lateral-5: 1.1424]
2025-10-23 17:20:19.262577 Epoch [053/100], Step [0002/0002], [lateral-edge: 0.6943, lateral-2: 0.5610, lateral-3: 0.6808, lateral-4: 0.8228, lateral-5: 1.0876]
2025-10-23 17:20:20.922269 Epoch [054/100], Step [0002/0002], [lateral-edge: 0.6944, lateral-2: 0.5601, lateral-3: 0.6773, lateral-4: 0.8215, lateral-5: 1.0436]
2025-10-23 17:20:22.576641 Epoch [055/100], Step [0002/0002], [lateral-edge: 0.6944, lateral-2: 0.5664, lateral-3: 0.6872, lateral-4: 0.8301, lateral-5: 1.1116]
2025-10-23 17:20:24.238651 Epoch [056/100], Step [0002/0002], [lateral-edge: 0.6942, lateral-2: 0.5639, lateral-3: 0.6845, lateral-4: 0.8265, lateral-5: 1.0988]
2025-10-23 17:20:25.891328 Epoch [057/100], Step [0002/0002], [lateral-edge: 0.6943, lateral-2: 0.5454, lateral-3: 0.6695, lateral-4: 0.8160, lateral-5: 1.0608]
2025-10-23 17:20:27.553505 Epoch [058/100], Step [0002/0002], [lateral-edge: 0.6945, lateral-2: 0.5435, lateral-3: 0.6662, lateral-4: 0.8099, lateral-5: 1.0597]
2025-10-23 17:20:29.218980 Epoch [059/100], Step [0002/0002], [lateral-edge: 0.6944, lateral-2: 0.5526, lateral-3: 0.6738, lateral-4: 0.8205, lateral-5: 1.0479]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_32/run_3/Inf-Net-60.pth
2025-10-23 17:20:31.120780 Epoch [060/100], Step [0002/0002], [lateral-edge: 0.6944, lateral-2: 0.5528, lateral-3: 0.6727, lateral-4: 0.8164, lateral-5: 1.0825]
2025-10-23 17:20:32.796445 Epoch [061/100], Step [0002/0002], [lateral-edge: 0.6942, lateral-2: 0.5490, lateral-3: 0.6778, lateral-4: 0.8235, lateral-5: 1.0698]
