Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_1/noise_multiplier_0.3
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.3, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:56:25.047803 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7699, lateral-2: 1.6996, lateral-3: 1.6466, lateral-4: 1.5756, lateral-5: 1.5702, epsilon: 40.5547]
2025-10-24 12:56:28.109165 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7697, lateral-2: 1.6283, lateral-3: 1.5695, lateral-4: 1.5092, lateral-5: 1.5562, epsilon: 67.3649]
2025-10-24 12:56:31.222408 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7693, lateral-2: 1.5815, lateral-3: 1.5374, lateral-4: 1.4893, lateral-5: 1.5466, epsilon: 91.8295]
2025-10-24 12:56:34.422879 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7689, lateral-2: 1.5432, lateral-3: 1.5135, lateral-4: 1.4747, lateral-5: 1.5383, epsilon: 115.0760]
2025-10-24 12:56:37.665742 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7684, lateral-2: 1.5100, lateral-3: 1.4928, lateral-4: 1.4625, lateral-5: 1.5302, epsilon: 137.5426]
2025-10-24 12:56:40.902634 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7680, lateral-2: 1.4790, lateral-3: 1.4717, lateral-4: 1.4504, lateral-5: 1.5215, epsilon: 159.4546]
2025-10-24 12:56:44.222515 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7675, lateral-2: 1.4506, lateral-3: 1.4509, lateral-4: 1.4384, lateral-5: 1.5125, epsilon: 180.9461]
2025-10-24 12:56:47.586069 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7670, lateral-2: 1.4243, lateral-3: 1.4313, lateral-4: 1.4270, lateral-5: 1.5029, epsilon: 202.1045]
2025-10-24 12:56:50.925788 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7665, lateral-2: 1.4001, lateral-3: 1.4129, lateral-4: 1.4157, lateral-5: 1.4931, epsilon: 222.9906]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_1/noise_multiplier_0.3/Inf-Net-10.pth
2025-10-24 12:56:54.754638 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7660, lateral-2: 1.3771, lateral-3: 1.3953, lateral-4: 1.4038, lateral-5: 1.4835, epsilon: 243.6485]
