Model_Name,Dataset,DPSGD,Clipping_Strategy,Epsilon,Morphology,Operation,Kernel_Size,Learning_Rate,Batch_Size,Max_Grad_Norm,Noise_Multiplier,Stage,Training_Loss_mean,Training_Loss_std,Training_Loss_mean_std,Training_Time_Seconds_mean,Training_Time_Seconds_std,Training_Time_Seconds_mean_std,Mean_Dice_mean,Mean_Dice_std,Mean_Dice_mean_std,Max_Dice_mean,Max_Dice_std,Max_Dice_mean_std,Mean_Sensitivity_mean,Mean_Sensitivity_std,Mean_Sensitivity_mean_std,Max_Sensitivity_mean,Max_Sensitivity_std,Max_Sensitivity_mean_std,Mean_Specificity_mean,Mean_Specificity_std,Mean_Specificity_mean_std,Max_Specificity_mean,Max_Specificity_std,Max_Specificity_mean_std,S_measure_mean,S_measure_std,S_measure_mean_std,Mean_E_measure_mean,Mean_E_measure_std,Mean_E_measure_mean_std,Max_E_measure_mean,Max_E_measure_std,Max_E_measure_mean_std,MAE_mean,MAE_std,MAE_mean_std
Inf-Net_GroupNorm,LungInfection,False,none,0.0,False,none,0,0.0001,24,,,training,3.100878357887268,0.24252190146356856,3.1009 ± 0.2425,114.54714524745941,4.262921919210122,114.5471 ± 4.2629,0.6609499999999999,0.006151828996322992,0.6609 ± 0.0062,0.7178,0.0021213203435596446,0.7178 ± 0.0021,0.67885,0.006151828996322992,0.6788 ± 0.0062,1.0,0.0,1.0000 ± 0.0000,0.9419500000000001,0.0019091883092037035,0.9420 ± 0.0019,0.99465,0.007424621202458795,0.9947 ± 0.0074,0.7597,0.0008485281374238421,0.7597 ± 0.0008,0.8364499999999999,0.007566042558696089,0.8364 ± 0.0076,0.91005,0.0031819805153394274,0.9101 ± 0.0032,0.0882,0.0028284271247461927,0.0882 ± 0.0028
Inf-Net_GroupNorm,LungInfection,False,none,0.0,False,none,0,0.0001,48,,,training,3.629836082458496,0.057951242352903436,3.6298 ± 0.0580,122.71318256855011,4.787841698450386,122.7132 ± 4.7878,0.64775,0.017465537495307763,0.6478 ± 0.0175,0.72235,0.008131727983645264,0.7224 ± 0.0081,0.68725,0.01732411613907039,0.6873 ± 0.0173,1.0,0.0,1.0000 ± 0.0000,0.93555,0.001767766952966331,0.9355 ± 0.0018,0.9999,0.00014142135623729392,0.9999 ± 0.0001,0.75865,0.00982878425849295,0.7587 ± 0.0098,0.80995,0.017041273426595723,0.8099 ± 0.0170,0.9089,0.0011313708498984299,0.9089 ± 0.0011,0.09759999999999999,0.0052325901807804545,0.0976 ± 0.0052
