Model_Name,Dataset,DPSGD,Clipping_Strategy,Epsilon,Morphology,Operation,Kernel_Size,Learning_Rate,Batch_Size,Max_Grad_Norm,Noise_Multiplier,Stage,Training_Loss_mean,Training_Loss_std,Training_Loss_mean_std,Training_Time_Seconds_mean,Training_Time_Seconds_std,Training_Time_Seconds_mean_std,Mean_Dice_mean,Mean_Dice_std,Mean_Dice_mean_std,Max_Dice_mean,Max_Dice_std,Max_Dice_mean_std,Mean_Sensitivity_mean,Mean_Sensitivity_std,Mean_Sensitivity_mean_std,Max_Sensitivity_mean,Max_Sensitivity_std,Max_Sensitivity_mean_std,Mean_Specificity_mean,Mean_Specificity_std,Mean_Specificity_mean_std,Max_Specificity_mean,Max_Specificity_std,Max_Specificity_mean_std,S_measure_mean,S_measure_std,S_measure_mean_std,Mean_E_measure_mean,Mean_E_measure_std,Mean_E_measure_mean_std,Max_E_measure_mean,Max_E_measure_std,Max_E_measure_mean_std,MAE_mean,MAE_std,MAE_mean_std
NestedUNet_GroupNorm,LungInfection,False,none,0.0,False,none,0,0.0001,24,,,training,0.9244920909404755,0.01495037225063292,0.9245 ± 0.0150,113.6316624879837,29.734160431225526,113.6317 ± 29.7342,0.5983,0.013717871555019003,0.5983 ± 0.0137,0.7086,0.006081118318204267,0.7086 ± 0.0061,0.7194499999999999,0.021849599538664347,0.7194 ± 0.0218,1.0,0.0,1.0000 ± 0.0000,0.8638999999999999,0.017819090885900998,0.8639 ± 0.0178,0.99995,7.071067811864696e-05,1.0000 ± 0.0001,0.6955,0.011030865786510182,0.6955 ± 0.0110,0.73555,0.021425335469952386,0.7356 ± 0.0214,0.8789,0.006929646455628187,0.8789 ± 0.0069,0.1603,0.011172287142747437,0.1603 ± 0.0112
NestedUNet_GroupNorm,LungInfection,False,none,0.0,False,none,0,0.0001,48,,,training,0.9939313530921936,0.042857865845272576,0.9939 ± 0.0429,134.76689231395721,22.39269866980143,134.7669 ± 22.3927,0.55045,0.003464823227814015,0.5504 ± 0.0035,0.6791499999999999,0.0034648232278140937,0.6791 ± 0.0035,0.68745,0.02694076836320748,0.6875 ± 0.0269,1.0,0.0,1.0000 ± 0.0000,0.83805,0.02580939751330897,0.8380 ± 0.0258,0.9999,0.00014142135623729392,0.9999 ± 0.0001,0.6666,0.013152186130069748,0.6666 ± 0.0132,0.6896,0.01131370849898477,0.6896 ± 0.0113,0.8624499999999999,0.00982878425849295,0.8624 ± 0.0098,0.18585000000000002,0.014354267658086924,0.1859 ± 0.0144
