Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=True, noise_multiplier=1.5, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:48:14.196436 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7676, lateral-2: 1.7839, lateral-3: 1.6626, lateral-4: 1.6448, lateral-5: 1.5454, epsilon: 5.1851]
2025-10-24 12:48:17.201419 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7674, lateral-2: 1.7404, lateral-3: 1.6252, lateral-4: 1.6194, lateral-5: 1.5427, epsilon: 7.8193]
2025-10-24 12:48:20.334892 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7673, lateral-2: 1.7036, lateral-3: 1.5948, lateral-4: 1.5923, lateral-5: 1.5397, epsilon: 10.0077]
2025-10-24 12:48:23.531409 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7672, lateral-2: 1.6752, lateral-3: 1.5726, lateral-4: 1.5704, lateral-5: 1.5367, epsilon: 11.9630]
2025-10-24 12:48:26.549424 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7671, lateral-2: 1.6532, lateral-3: 1.5562, lateral-4: 1.5563, lateral-5: 1.5336, epsilon: 13.7684]
2025-10-24 12:48:29.727201 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7671, lateral-2: 1.6365, lateral-3: 1.5436, lateral-4: 1.5471, lateral-5: 1.5308, epsilon: 15.4668]
2025-10-24 12:48:32.782546 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7670, lateral-2: 1.6227, lateral-3: 1.5336, lateral-4: 1.5404, lateral-5: 1.5282, epsilon: 17.0838]
2025-10-24 12:48:35.827977 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7668, lateral-2: 1.6113, lateral-3: 1.5255, lateral-4: 1.5351, lateral-5: 1.5257, epsilon: 18.6363]
2025-10-24 12:48:38.965199 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7667, lateral-2: 1.6017, lateral-3: 1.5186, lateral-4: 1.5306, lateral-5: 1.5233, epsilon: 20.1358]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_64/run_3/Inf-Net-10.pth
2025-10-24 12:48:42.217001 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7665, lateral-2: 1.5929, lateral-3: 1.5123, lateral-4: 1.5262, lateral-5: 1.5210, epsilon: 21.5910]
