Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP/0.05_Morph/dilation/batch_128/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:49:16.478561 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7782, lateral-2: 1.6132, lateral-3: 1.6200, lateral-4: 1.5438, lateral-5: 1.5444, epsilon: inf]
2025-10-24 12:49:21.454081 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7742, lateral-2: 1.4795, lateral-3: 1.4717, lateral-4: 1.4703, lateral-5: 1.4988, epsilon: inf]
2025-10-24 12:49:27.377063 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7689, lateral-2: 1.3668, lateral-3: 1.3905, lateral-4: 1.4056, lateral-5: 1.4568, epsilon: inf]
2025-10-24 12:49:35.130193 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7635, lateral-2: 1.2857, lateral-3: 1.3170, lateral-4: 1.3529, lateral-5: 1.4146, epsilon: inf]
2025-10-24 12:49:44.151413 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7598, lateral-2: 1.2205, lateral-3: 1.2486, lateral-4: 1.3059, lateral-5: 1.3752, epsilon: inf]
2025-10-24 12:49:55.941111 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7582, lateral-2: 1.1658, lateral-3: 1.1935, lateral-4: 1.2657, lateral-5: 1.3413, epsilon: inf]
2025-10-24 12:50:09.844040 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7571, lateral-2: 1.1250, lateral-3: 1.1534, lateral-4: 1.2340, lateral-5: 1.3098, epsilon: inf]
2025-10-24 12:50:34.837100 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7558, lateral-2: 1.0912, lateral-3: 1.1226, lateral-4: 1.2094, lateral-5: 1.2758, epsilon: inf]
2025-10-24 12:50:52.168029 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7545, lateral-2: 1.0652, lateral-3: 1.0996, lateral-4: 1.1880, lateral-5: 1.2412, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/0.05_Morph/dilation/batch_128/run_1/Inf-Net-10.pth
2025-10-24 12:51:11.748717 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7533, lateral-2: 1.0454, lateral-3: 1.0805, lateral-4: 1.1668, lateral-5: 1.2122, epsilon: inf]
2025-10-24 12:51:34.669484 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7522, lateral-2: 1.0297, lateral-3: 1.0632, lateral-4: 1.1471, lateral-5: 1.1898, epsilon: inf]
2025-10-24 12:52:02.609971 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7513, lateral-2: 1.0165, lateral-3: 1.0477, lateral-4: 1.1293, lateral-5: 1.1705, epsilon: inf]
2025-10-24 12:52:40.598481 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7504, lateral-2: 1.0024, lateral-3: 1.0333, lateral-4: 1.1134, lateral-5: 1.1527, epsilon: inf]
2025-10-24 12:53:12.867454 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7495, lateral-2: 0.9881, lateral-3: 1.0202, lateral-4: 1.0986, lateral-5: 1.1392, epsilon: inf]
2025-10-24 12:53:50.650992 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7487, lateral-2: 0.9759, lateral-3: 1.0085, lateral-4: 1.0855, lateral-5: 1.1277, epsilon: inf]
2025-10-24 12:54:30.314007 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7480, lateral-2: 0.9645, lateral-3: 0.9975, lateral-4: 1.0732, lateral-5: 1.1143, epsilon: inf]
2025-10-24 12:55:12.676315 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7473, lateral-2: 0.9522, lateral-3: 0.9870, lateral-4: 1.0613, lateral-5: 1.1003, epsilon: inf]
2025-10-24 12:56:04.958350 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7467, lateral-2: 0.9405, lateral-3: 0.9765, lateral-4: 1.0503, lateral-5: 1.0876, epsilon: inf]
Training completed at Fri Oct 24 12:56:31 CEST 2025
