Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: erosion
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/erosion/batch_64/run_1/noise_multiplier_0.05
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='erosion', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:25:20.063886 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7649, lateral-2: 1.5616, lateral-3: 1.5082, lateral-4: 1.5116, lateral-5: 1.4982, epsilon: inf]
2025-10-24 13:25:24.343599 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7626, lateral-2: 1.3851, lateral-3: 1.4035, lateral-4: 1.4328, lateral-5: 1.4469, epsilon: inf]
2025-10-24 13:25:29.700352 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7602, lateral-2: 1.2850, lateral-3: 1.3357, lateral-4: 1.3778, lateral-5: 1.4099, epsilon: inf]
2025-10-24 13:25:36.429812 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7588, lateral-2: 1.2108, lateral-3: 1.2796, lateral-4: 1.3264, lateral-5: 1.3768, epsilon: inf]
2025-10-24 13:25:43.748790 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7581, lateral-2: 1.1565, lateral-3: 1.2277, lateral-4: 1.2874, lateral-5: 1.3485, epsilon: inf]
2025-10-24 13:25:53.263261 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7572, lateral-2: 1.1162, lateral-3: 1.1810, lateral-4: 1.2614, lateral-5: 1.3260, epsilon: inf]
2025-10-24 13:26:04.454227 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7561, lateral-2: 1.0838, lateral-3: 1.1465, lateral-4: 1.2400, lateral-5: 1.3058, epsilon: inf]
2025-10-24 13:26:25.158638 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7551, lateral-2: 1.0551, lateral-3: 1.1202, lateral-4: 1.2193, lateral-5: 1.2836, epsilon: inf]
2025-10-24 13:26:40.428158 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7542, lateral-2: 1.0308, lateral-3: 1.0966, lateral-4: 1.1982, lateral-5: 1.2566, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/erosion/batch_64/run_1/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 13:26:58.992262 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7534, lateral-2: 1.0108, lateral-3: 1.0746, lateral-4: 1.1734, lateral-5: 1.2267, epsilon: inf]
2025-10-24 13:27:19.284702 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7527, lateral-2: 0.9942, lateral-3: 1.0558, lateral-4: 1.1458, lateral-5: 1.1988, epsilon: inf]
2025-10-24 13:27:40.793409 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7521, lateral-2: 0.9805, lateral-3: 1.0417, lateral-4: 1.1225, lateral-5: 1.1733, epsilon: inf]
2025-10-24 13:28:09.577105 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7514, lateral-2: 0.9667, lateral-3: 1.0290, lateral-4: 1.1053, lateral-5: 1.1514, epsilon: inf]
2025-10-24 13:28:36.681616 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7507, lateral-2: 0.9540, lateral-3: 1.0147, lateral-4: 1.0889, lateral-5: 1.1335, epsilon: inf]
2025-10-24 13:29:08.129518 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7500, lateral-2: 0.9425, lateral-3: 1.0011, lateral-4: 1.0763, lateral-5: 1.1183, epsilon: inf]
2025-10-24 13:29:41.272793 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7494, lateral-2: 0.9298, lateral-3: 0.9886, lateral-4: 1.0658, lateral-5: 1.1057, epsilon: inf]
2025-10-24 13:30:11.181327 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7489, lateral-2: 0.9195, lateral-3: 0.9783, lateral-4: 1.0559, lateral-5: 1.0951, epsilon: inf]
2025-10-24 13:30:52.361405 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7484, lateral-2: 0.9086, lateral-3: 0.9674, lateral-4: 1.0452, lateral-5: 1.0845, epsilon: inf]
Training completed at Fri Oct 24 13:31:14 CEST 2025
