Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Morphology: erosion
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_64/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_morphology=True, morph_operation='erosion', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:22:12.581810 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7733, lateral-2: 1.4773, lateral-3: 1.5015, lateral-4: 1.5537, lateral-5: 1.5135]
2025-10-23 17:22:14.261559 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7614, lateral-2: 1.3736, lateral-3: 1.4176, lateral-4: 1.4793, lateral-5: 1.5067]
2025-10-23 17:22:15.969715 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7583, lateral-2: 1.3479, lateral-3: 1.3739, lateral-4: 1.4529, lateral-5: 1.4997]
2025-10-23 17:22:17.660220 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7541, lateral-2: 1.3211, lateral-3: 1.3501, lateral-4: 1.4282, lateral-5: 1.4617]
2025-10-23 17:22:19.349524 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7505, lateral-2: 1.2757, lateral-3: 1.3116, lateral-4: 1.3907, lateral-5: 1.4064]
2025-10-23 17:22:21.021629 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7491, lateral-2: 1.2223, lateral-3: 1.2650, lateral-4: 1.3402, lateral-5: 1.3634]
2025-10-23 17:22:22.690724 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7467, lateral-2: 1.1641, lateral-3: 1.2075, lateral-4: 1.2899, lateral-5: 1.3534]
2025-10-23 17:22:24.397652 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7443, lateral-2: 1.0852, lateral-3: 1.1336, lateral-4: 1.2218, lateral-5: 1.3380]
2025-10-23 17:22:26.069294 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7427, lateral-2: 1.0006, lateral-3: 1.0488, lateral-4: 1.1358, lateral-5: 1.3529]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_64/run_1/Inf-Net-10.pth
2025-10-23 17:22:28.193418 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7409, lateral-2: 0.9392, lateral-3: 0.9939, lateral-4: 1.0834, lateral-5: 1.3932]
2025-10-23 17:22:29.866564 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7394, lateral-2: 0.9032, lateral-3: 0.9646, lateral-4: 1.0632, lateral-5: 1.4176]
2025-10-23 17:22:31.548690 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7381, lateral-2: 0.8521, lateral-3: 0.9163, lateral-4: 1.0140, lateral-5: 1.4109]
2025-10-23 17:22:33.247056 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7367, lateral-2: 0.8179, lateral-3: 0.8836, lateral-4: 0.9859, lateral-5: 1.4095]
2025-10-23 17:22:34.921501 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7353, lateral-2: 0.7870, lateral-3: 0.8566, lateral-4: 0.9636, lateral-5: 1.3984]
2025-10-23 17:22:36.586574 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7341, lateral-2: 0.7699, lateral-3: 0.8417, lateral-4: 0.9470, lateral-5: 1.3837]
2025-10-23 17:22:38.255533 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7329, lateral-2: 0.7441, lateral-3: 0.8194, lateral-4: 0.9275, lateral-5: 1.3687]
2025-10-23 17:22:39.920578 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7317, lateral-2: 0.7270, lateral-3: 0.8044, lateral-4: 0.9143, lateral-5: 1.3480]
