Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: close
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_128/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:38:04.647247 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7907, lateral-2: 1.6006, lateral-3: 1.5485, lateral-4: 1.4988, lateral-5: 1.5360, epsilon: inf]
2025-10-24 12:38:08.947675 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7845, lateral-2: 1.4503, lateral-3: 1.4178, lateral-4: 1.4251, lateral-5: 1.4877, epsilon: inf]
2025-10-24 12:38:14.233519 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7737, lateral-2: 1.3571, lateral-3: 1.3487, lateral-4: 1.3813, lateral-5: 1.4505, epsilon: inf]
2025-10-24 12:38:20.958306 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7654, lateral-2: 1.2768, lateral-3: 1.2915, lateral-4: 1.3443, lateral-5: 1.4096, epsilon: inf]
2025-10-24 12:38:28.237675 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7630, lateral-2: 1.2210, lateral-3: 1.2424, lateral-4: 1.3089, lateral-5: 1.3693, epsilon: inf]
2025-10-24 12:38:37.639600 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7616, lateral-2: 1.1744, lateral-3: 1.2003, lateral-4: 1.2759, lateral-5: 1.3376, epsilon: inf]
2025-10-24 12:38:48.551825 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7595, lateral-2: 1.1355, lateral-3: 1.1681, lateral-4: 1.2465, lateral-5: 1.3101, epsilon: inf]
2025-10-24 12:39:09.267703 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7571, lateral-2: 1.1074, lateral-3: 1.1428, lateral-4: 1.2238, lateral-5: 1.2813, epsilon: inf]
2025-10-24 12:39:24.428803 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7555, lateral-2: 1.0871, lateral-3: 1.1207, lateral-4: 1.2053, lateral-5: 1.2511, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/close/batch_128/run_1/Inf-Net-10.pth
2025-10-24 12:39:42.960686 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7547, lateral-2: 1.0698, lateral-3: 1.1020, lateral-4: 1.1883, lateral-5: 1.2248, epsilon: inf]
2025-10-24 12:40:03.764220 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7544, lateral-2: 1.0536, lateral-3: 1.0866, lateral-4: 1.1714, lateral-5: 1.2038, epsilon: inf]
2025-10-24 12:40:25.905067 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7539, lateral-2: 1.0388, lateral-3: 1.0729, lateral-4: 1.1559, lateral-5: 1.1855, epsilon: inf]
2025-10-24 12:41:00.103687 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7532, lateral-2: 1.0236, lateral-3: 1.0590, lateral-4: 1.1418, lateral-5: 1.1675, epsilon: inf]
2025-10-24 12:41:27.888218 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7524, lateral-2: 1.0083, lateral-3: 1.0454, lateral-4: 1.1290, lateral-5: 1.1506, epsilon: inf]
2025-10-24 12:42:00.830548 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7517, lateral-2: 0.9944, lateral-3: 1.0327, lateral-4: 1.1161, lateral-5: 1.1368, epsilon: inf]
2025-10-24 12:42:38.523676 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7512, lateral-2: 0.9815, lateral-3: 1.0207, lateral-4: 1.1033, lateral-5: 1.1246, epsilon: inf]
2025-10-24 12:43:12.378760 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7507, lateral-2: 0.9692, lateral-3: 1.0093, lateral-4: 1.0912, lateral-5: 1.1104, epsilon: inf]
2025-10-24 12:43:55.368107 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7503, lateral-2: 0.9574, lateral-3: 0.9984, lateral-4: 1.0803, lateral-5: 1.0966, epsilon: inf]
Training completed at Fri Oct 24 12:44:18 CEST 2025
