Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_128/run_1
Run: 1
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=1, enable_privacy=True, noise_multiplier=0.3, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 12:53:20.741053 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7822, lateral-2: 1.7637, lateral-3: 1.6903, lateral-4: 1.5919, lateral-5: 1.5454, epsilon: 40.5547]
2025-10-24 12:53:23.794823 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7815, lateral-2: 1.6535, lateral-3: 1.6312, lateral-4: 1.5504, lateral-5: 1.5364, epsilon: 67.3649]
2025-10-24 12:53:26.879965 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7807, lateral-2: 1.5784, lateral-3: 1.5638, lateral-4: 1.5251, lateral-5: 1.5306, epsilon: 91.8295]
2025-10-24 12:53:30.015602 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7799, lateral-2: 1.5352, lateral-3: 1.5265, lateral-4: 1.5072, lateral-5: 1.5257, epsilon: 115.0760]
2025-10-24 12:53:33.231020 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7789, lateral-2: 1.5045, lateral-3: 1.4973, lateral-4: 1.4826, lateral-5: 1.5205, epsilon: 137.5426]
2025-10-24 12:53:36.433061 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7777, lateral-2: 1.4807, lateral-3: 1.4794, lateral-4: 1.4635, lateral-5: 1.5143, epsilon: 159.4546]
2025-10-24 12:53:39.710058 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7765, lateral-2: 1.4611, lateral-3: 1.4619, lateral-4: 1.4484, lateral-5: 1.5072, epsilon: 180.9461]
2025-10-24 12:53:43.079662 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7752, lateral-2: 1.4428, lateral-3: 1.4437, lateral-4: 1.4349, lateral-5: 1.4998, epsilon: 202.1045]
2025-10-24 12:53:46.326771 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7739, lateral-2: 1.4228, lateral-3: 1.4281, lateral-4: 1.4231, lateral-5: 1.4921, epsilon: 222.9906]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_128/run_1/Inf-Net-10.pth
2025-10-24 12:53:50.127706 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7724, lateral-2: 1.4017, lateral-3: 1.4146, lateral-4: 1.4103, lateral-5: 1.4845, epsilon: 243.6485]
