Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 32
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net/batch_32/run_3
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=32, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_morphology=False, morph_operation='close', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:18:51.987199 Epoch [001/100], Step [0002/0002], [lateral-edge: 0.7631, lateral-2: 1.5383, lateral-3: 1.5659, lateral-4: 1.5663, lateral-5: 1.5472]
2025-10-23 17:18:53.592894 Epoch [002/100], Step [0002/0002], [lateral-edge: 0.7517, lateral-2: 1.3926, lateral-3: 1.4453, lateral-4: 1.4922, lateral-5: 1.5302]
2025-10-23 17:18:55.182199 Epoch [003/100], Step [0002/0002], [lateral-edge: 0.7466, lateral-2: 1.3716, lateral-3: 1.4074, lateral-4: 1.4632, lateral-5: 1.5128]
2025-10-23 17:18:56.777592 Epoch [004/100], Step [0002/0002], [lateral-edge: 0.7417, lateral-2: 1.3367, lateral-3: 1.3796, lateral-4: 1.4541, lateral-5: 1.4899]
2025-10-23 17:18:58.362702 Epoch [005/100], Step [0002/0002], [lateral-edge: 0.7383, lateral-2: 1.2240, lateral-3: 1.2711, lateral-4: 1.3439, lateral-5: 1.4945]
2025-10-23 17:18:59.924167 Epoch [006/100], Step [0002/0002], [lateral-edge: 0.7356, lateral-2: 1.1059, lateral-3: 1.1570, lateral-4: 1.2527, lateral-5: 1.5752]
2025-10-23 17:19:01.503474 Epoch [007/100], Step [0002/0002], [lateral-edge: 0.7331, lateral-2: 1.0308, lateral-3: 1.0855, lateral-4: 1.1822, lateral-5: 1.6383]
2025-10-23 17:19:03.076432 Epoch [008/100], Step [0002/0002], [lateral-edge: 0.7310, lateral-2: 0.9782, lateral-3: 1.0418, lateral-4: 1.1467, lateral-5: 1.6213]
2025-10-23 17:19:04.659233 Epoch [009/100], Step [0002/0002], [lateral-edge: 0.7289, lateral-2: 0.9700, lateral-3: 1.0419, lateral-4: 1.1446, lateral-5: 1.6065]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net/batch_32/run_3/Inf-Net-10.pth
2025-10-23 17:19:06.411234 Epoch [010/100], Step [0002/0002], [lateral-edge: 0.7268, lateral-2: 0.9366, lateral-3: 1.0119, lateral-4: 1.1170, lateral-5: 1.5512]
2025-10-23 17:19:07.983377 Epoch [011/100], Step [0002/0002], [lateral-edge: 0.7249, lateral-2: 0.9208, lateral-3: 0.9910, lateral-4: 1.1012, lateral-5: 1.5696]
2025-10-23 17:19:09.540029 Epoch [012/100], Step [0002/0002], [lateral-edge: 0.7233, lateral-2: 0.9059, lateral-3: 0.9818, lateral-4: 1.0871, lateral-5: 1.5790]
2025-10-23 17:19:11.075889 Epoch [013/100], Step [0002/0002], [lateral-edge: 0.7215, lateral-2: 0.8852, lateral-3: 0.9581, lateral-4: 1.0692, lateral-5: 1.5823]
2025-10-23 17:19:12.636652 Epoch [014/100], Step [0002/0002], [lateral-edge: 0.7197, lateral-2: 0.8526, lateral-3: 0.9398, lateral-4: 1.0607, lateral-5: 1.5588]
2025-10-23 17:19:14.181843 Epoch [015/100], Step [0002/0002], [lateral-edge: 0.7182, lateral-2: 0.8258, lateral-3: 0.9103, lateral-4: 1.0251, lateral-5: 1.5366]
2025-10-23 17:19:15.716453 Epoch [016/100], Step [0002/0002], [lateral-edge: 0.7170, lateral-2: 0.8201, lateral-3: 0.9075, lateral-4: 1.0235, lateral-5: 1.5386]
2025-10-23 17:19:17.254938 Epoch [017/100], Step [0002/0002], [lateral-edge: 0.7154, lateral-2: 0.8089, lateral-3: 0.8968, lateral-4: 1.0102, lateral-5: 1.5168]
2025-10-23 17:19:18.890970 Epoch [018/100], Step [0002/0002], [lateral-edge: 0.7140, lateral-2: 0.7994, lateral-3: 0.8865, lateral-4: 0.9998, lateral-5: 1.4980]
2025-10-23 17:19:20.439957 Epoch [019/100], Step [0002/0002], [lateral-edge: 0.7130, lateral-2: 0.7465, lateral-3: 0.8394, lateral-4: 0.9619, lateral-5: 1.4785]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net/batch_32/run_3/Inf-Net-20.pth
