Backbone loading: Res2Net50
Not loading weights from weights file
################################################## 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_2
Run: 2
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=2, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, device='cuda')
 ##################################################
2025-10-23 17:25:14.016291 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7605, lateral-2: 1.6460, lateral-3: 1.5860, lateral-4: 1.5422, lateral-5: 1.5468]
2025-10-23 17:25:15.629529 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7560, lateral-2: 1.5055, lateral-3: 1.4789, lateral-4: 1.5142, lateral-5: 1.5298]
2025-10-23 17:25:17.267563 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7523, lateral-2: 1.4568, lateral-3: 1.4462, lateral-4: 1.4721, lateral-5: 1.5216]
2025-10-23 17:25:18.929422 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7486, lateral-2: 1.4223, lateral-3: 1.4214, lateral-4: 1.4523, lateral-5: 1.5062]
2025-10-23 17:25:20.575455 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7461, lateral-2: 1.3793, lateral-3: 1.3929, lateral-4: 1.4225, lateral-5: 1.4764]
2025-10-23 17:25:22.211064 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7437, lateral-2: 1.3326, lateral-3: 1.3536, lateral-4: 1.3910, lateral-5: 1.4409]
2025-10-23 17:25:23.852614 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7409, lateral-2: 1.2766, lateral-3: 1.2956, lateral-4: 1.3522, lateral-5: 1.4191]
2025-10-23 17:25:25.485144 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7384, lateral-2: 1.1954, lateral-3: 1.2212, lateral-4: 1.2848, lateral-5: 1.4218]
2025-10-23 17:25:27.143518 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7362, lateral-2: 1.1101, lateral-3: 1.1433, lateral-4: 1.2065, lateral-5: 1.4745]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_2/Inf-Net-10.pth
2025-10-23 17:25:28.977009 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7341, lateral-2: 1.0240, lateral-3: 1.0629, lateral-4: 1.1408, lateral-5: 1.5130]
2025-10-23 17:25:30.632646 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7321, lateral-2: 0.9530, lateral-3: 0.9963, lateral-4: 1.0951, lateral-5: 1.5847]
2025-10-23 17:25:32.295631 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7301, lateral-2: 0.9038, lateral-3: 0.9591, lateral-4: 1.0501, lateral-5: 1.6116]
2025-10-23 17:25:33.936357 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7282, lateral-2: 0.8792, lateral-3: 0.9362, lateral-4: 1.0379, lateral-5: 1.6186]
2025-10-23 17:25:35.608547 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7264, lateral-2: 0.8447, lateral-3: 0.9051, lateral-4: 1.0018, lateral-5: 1.5914]
2025-10-23 17:25:37.259169 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7247, lateral-2: 0.8300, lateral-3: 0.8942, lateral-4: 0.9988, lateral-5: 1.5791]
2025-10-23 17:25:38.910539 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7231, lateral-2: 0.8205, lateral-3: 0.8844, lateral-4: 0.9866, lateral-5: 1.5632]
2025-10-23 17:25:40.569898 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7216, lateral-2: 0.8066, lateral-3: 0.8742, lateral-4: 0.9781, lateral-5: 1.5553]
2025-10-23 17:25:42.228927 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7200, lateral-2: 0.7802, lateral-3: 0.8502, lateral-4: 0.9584, lateral-5: 1.5248]
2025-10-23 17:25:43.858684 Epoch [019/100], Step [0001/0001], [lateral-edge: 0.7185, lateral-2: 0.7681, lateral-3: 0.8398, lateral-4: 0.9484, lateral-5: 1.5173]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_2/Inf-Net-20.pth
2025-10-23 17:25:45.773149 Epoch [020/100], Step [0001/0001], [lateral-edge: 0.7170, lateral-2: 0.7463, lateral-3: 0.8215, lateral-4: 0.9309, lateral-5: 1.4920]
2025-10-23 17:25:47.420776 Epoch [021/100], Step [0001/0001], [lateral-edge: 0.7157, lateral-2: 0.7369, lateral-3: 0.8148, lateral-4: 0.9245, lateral-5: 1.4642]
2025-10-23 17:25:49.058705 Epoch [022/100], Step [0001/0001], [lateral-edge: 0.7144, lateral-2: 0.7236, lateral-3: 0.7996, lateral-4: 0.9140, lateral-5: 1.4515]
2025-10-23 17:25:50.701586 Epoch [023/100], Step [0001/0001], [lateral-edge: 0.7131, lateral-2: 0.7034, lateral-3: 0.7864, lateral-4: 0.9012, lateral-5: 1.4209]
2025-10-23 17:25:52.378194 Epoch [024/100], Step [0001/0001], [lateral-edge: 0.7120, lateral-2: 0.6944, lateral-3: 0.7783, lateral-4: 0.8973, lateral-5: 1.4144]
2025-10-23 17:25:54.011999 Epoch [025/100], Step [0001/0001], [lateral-edge: 0.7109, lateral-2: 0.6845, lateral-3: 0.7698, lateral-4: 0.8887, lateral-5: 1.4020]
2025-10-23 17:25:55.694733 Epoch [026/100], Step [0001/0001], [lateral-edge: 0.7099, lateral-2: 0.6712, lateral-3: 0.7591, lateral-4: 0.8784, lateral-5: 1.3660]
2025-10-23 17:25:57.340026 Epoch [027/100], Step [0001/0001], [lateral-edge: 0.7090, lateral-2: 0.6690, lateral-3: 0.7571, lateral-4: 0.8782, lateral-5: 1.3465]
2025-10-23 17:25:58.974345 Epoch [028/100], Step [0001/0001], [lateral-edge: 0.7082, lateral-2: 0.6579, lateral-3: 0.7486, lateral-4: 0.8711, lateral-5: 1.3312]
2025-10-23 17:26:00.630719 Epoch [029/100], Step [0001/0001], [lateral-edge: 0.7074, lateral-2: 0.6527, lateral-3: 0.7420, lateral-4: 0.8652, lateral-5: 1.3034]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_2/Inf-Net-30.pth
2025-10-23 17:26:02.552772 Epoch [030/100], Step [0001/0001], [lateral-edge: 0.7068, lateral-2: 0.6394, lateral-3: 0.7323, lateral-4: 0.8563, lateral-5: 1.2831]
2025-10-23 17:26:04.204933 Epoch [031/100], Step [0001/0001], [lateral-edge: 0.7062, lateral-2: 0.6300, lateral-3: 0.7257, lateral-4: 0.8522, lateral-5: 1.2684]
2025-10-23 17:26:05.832344 Epoch [032/100], Step [0001/0001], [lateral-edge: 0.7056, lateral-2: 0.6288, lateral-3: 0.7231, lateral-4: 0.8522, lateral-5: 1.2516]
2025-10-23 17:26:07.453772 Epoch [033/100], Step [0001/0001], [lateral-edge: 0.7051, lateral-2: 0.6273, lateral-3: 0.7259, lateral-4: 0.8526, lateral-5: 1.2293]
2025-10-23 17:26:09.102042 Epoch [034/100], Step [0001/0001], [lateral-edge: 0.7046, lateral-2: 0.6164, lateral-3: 0.7129, lateral-4: 0.8454, lateral-5: 1.2244]
2025-10-23 17:26:10.735528 Epoch [035/100], Step [0001/0001], [lateral-edge: 0.7042, lateral-2: 0.6270, lateral-3: 0.7243, lateral-4: 0.8522, lateral-5: 1.2022]
2025-10-23 17:26:12.389381 Epoch [036/100], Step [0001/0001], [lateral-edge: 0.7038, lateral-2: 0.6180, lateral-3: 0.7140, lateral-4: 0.8475, lateral-5: 1.2101]
2025-10-23 17:26:14.057714 Epoch [037/100], Step [0001/0001], [lateral-edge: 0.7034, lateral-2: 0.6243, lateral-3: 0.7271, lateral-4: 0.8572, lateral-5: 1.1902]
2025-10-23 17:26:15.700695 Epoch [038/100], Step [0001/0001], [lateral-edge: 0.7031, lateral-2: 0.6112, lateral-3: 0.7101, lateral-4: 0.8468, lateral-5: 1.1961]
2025-10-23 17:26:17.351829 Epoch [039/100], Step [0001/0001], [lateral-edge: 0.7028, lateral-2: 0.6134, lateral-3: 0.7157, lateral-4: 0.8474, lateral-5: 1.1589]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_Morph/batch_128/run_2/Inf-Net-40.pth
2025-10-23 17:26:19.213939 Epoch [040/100], Step [0001/0001], [lateral-edge: 0.7024, lateral-2: 0.6023, lateral-3: 0.7043, lateral-4: 0.8440, lateral-5: 1.1808]
2025-10-23 17:26:20.847400 Epoch [041/100], Step [0001/0001], [lateral-edge: 0.7022, lateral-2: 0.5975, lateral-3: 0.7035, lateral-4: 0.8396, lateral-5: 1.1456]
