Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 128
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: dilation
Save Path: ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_128/run_3/noise_multiplier_0.05
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=128, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=True, morph_operation='dilation', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 13:29:34.848615 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7714, lateral-2: 1.6175, lateral-3: 1.5737, lateral-4: 1.5198, lateral-5: 1.5401, epsilon: inf]
2025-10-24 13:29:39.967748 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7679, lateral-2: 1.3866, lateral-3: 1.4228, lateral-4: 1.4174, lateral-5: 1.4562, epsilon: inf]
2025-10-24 13:29:45.889370 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7651, lateral-2: 1.2609, lateral-3: 1.3362, lateral-4: 1.3545, lateral-5: 1.3970, epsilon: inf]
2025-10-24 13:29:54.276235 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7636, lateral-2: 1.1840, lateral-3: 1.2682, lateral-4: 1.3070, lateral-5: 1.3522, epsilon: inf]
2025-10-24 13:30:04.463531 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7622, lateral-2: 1.1320, lateral-3: 1.2104, lateral-4: 1.2686, lateral-5: 1.3170, epsilon: inf]
2025-10-24 13:30:16.870311 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7607, lateral-2: 1.0961, lateral-3: 1.1620, lateral-4: 1.2372, lateral-5: 1.2854, epsilon: inf]
2025-10-24 13:30:30.185354 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7592, lateral-2: 1.0695, lateral-3: 1.1277, lateral-4: 1.2098, lateral-5: 1.2529, epsilon: inf]
2025-10-24 13:31:07.948832 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7579, lateral-2: 1.0492, lateral-3: 1.1045, lateral-4: 1.1849, lateral-5: 1.2206, epsilon: inf]
2025-10-24 13:31:31.286903 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7567, lateral-2: 1.0334, lateral-3: 1.0868, lateral-4: 1.1638, lateral-5: 1.1920, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP_Morph/dilation/batch_128/run_3/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 13:31:53.832037 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7556, lateral-2: 1.0166, lateral-3: 1.0711, lateral-4: 1.1470, lateral-5: 1.1679, epsilon: inf]
2025-10-24 13:32:23.515132 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7546, lateral-2: 0.9995, lateral-3: 1.0555, lateral-4: 1.1324, lateral-5: 1.1476, epsilon: inf]
2025-10-24 13:32:53.566258 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7535, lateral-2: 0.9857, lateral-3: 1.0407, lateral-4: 1.1195, lateral-5: 1.1315, epsilon: inf]
2025-10-24 13:33:43.096046 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7525, lateral-2: 0.9734, lateral-3: 1.0276, lateral-4: 1.1068, lateral-5: 1.1177, epsilon: inf]
2025-10-24 13:34:22.121391 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7517, lateral-2: 0.9613, lateral-3: 1.0151, lateral-4: 1.0933, lateral-5: 1.1032, epsilon: inf]
2025-10-24 13:35:05.031554 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7508, lateral-2: 0.9495, lateral-3: 1.0026, lateral-4: 1.0800, lateral-5: 1.0877, epsilon: inf]
2025-10-24 13:35:55.292582 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7500, lateral-2: 0.9379, lateral-3: 0.9900, lateral-4: 1.0666, lateral-5: 1.0743, epsilon: inf]
2025-10-24 13:36:45.243837 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7492, lateral-2: 0.9262, lateral-3: 0.9775, lateral-4: 1.0545, lateral-5: 1.0628, epsilon: inf]
2025-10-24 13:37:31.466138 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7484, lateral-2: 0.9144, lateral-3: 0.9653, lateral-4: 1.0440, lateral-5: 1.0522, epsilon: inf]
Training completed at Fri Oct 24 13:37:55 CEST 2025
