Backbone loading: Res2Net50
Freezing unused branches for DP compatibility...
Trainable: 31,072,721 / 33,121,721 parameters
Not loading weights from weights file
Validator raised issues with model. Attempting auto-fix...
Original error: UnsupportedModuleError
Model successfully fixed for differential privacy
###################################################################### 
Start Training (Inf-Net-Res2Net50)
Backbone: Res2Net50
Batch Size: 64
Privacy: DP Enabled (ε budget, δ=1e-05)
Morphology: Disabled
Save Path: ./Snapshots/save_weights/Inf-Net_DP/batch_64/run_3/noise_multiplier_0.05
Run: 3
Namespace(epoch=100, lr=0.0001, batchsize=64, trainsize=352, clip=0.5, decay_rate=0.1, decay_epoch=50, is_thop=False, gpu_device=0, num_workers=8, net_channel=32, n_classes=1, backbone='Res2Net50', train_path='./Dataset/TrainingSet/LungInfection-Train/Doctor-label', is_semi=False, is_pseudo=False, train_save=None, run=3, enable_privacy=True, noise_multiplier=0.05, max_grad_norm=1.0, delta=1e-05, enable_morphology=False, morph_operation='close', morph_kernel_size=3, morph_privacy_budget=1.0, device='cuda')
 ######################################################################
2025-10-24 14:19:26.552873 Epoch [001/100], Step [0001/0001], [lateral-edge: 0.7661, lateral-2: 1.7110, lateral-3: 1.6711, lateral-4: 1.6139, lateral-5: 1.5245, epsilon: inf]
2025-10-24 14:19:30.960011 Epoch [002/100], Step [0001/0001], [lateral-edge: 0.7617, lateral-2: 1.4677, lateral-3: 1.4447, lateral-4: 1.4606, lateral-5: 1.4901, epsilon: inf]
2025-10-24 14:19:36.492239 Epoch [003/100], Step [0001/0001], [lateral-edge: 0.7597, lateral-2: 1.3563, lateral-3: 1.3885, lateral-4: 1.3944, lateral-5: 1.4615, epsilon: inf]
2025-10-24 14:19:43.487703 Epoch [004/100], Step [0001/0001], [lateral-edge: 0.7582, lateral-2: 1.2506, lateral-3: 1.3287, lateral-4: 1.3419, lateral-5: 1.4170, epsilon: inf]
2025-10-24 14:19:51.243139 Epoch [005/100], Step [0001/0001], [lateral-edge: 0.7563, lateral-2: 1.1800, lateral-3: 1.2679, lateral-4: 1.3074, lateral-5: 1.3756, epsilon: inf]
2025-10-24 14:20:01.315171 Epoch [006/100], Step [0001/0001], [lateral-edge: 0.7548, lateral-2: 1.1332, lateral-3: 1.2109, lateral-4: 1.2758, lateral-5: 1.3367, epsilon: inf]
2025-10-24 14:20:13.143905 Epoch [007/100], Step [0001/0001], [lateral-edge: 0.7536, lateral-2: 1.0987, lateral-3: 1.1645, lateral-4: 1.2484, lateral-5: 1.3022, epsilon: inf]
2025-10-24 14:20:35.669066 Epoch [008/100], Step [0001/0001], [lateral-edge: 0.7522, lateral-2: 1.0692, lateral-3: 1.1332, lateral-4: 1.2275, lateral-5: 1.2732, epsilon: inf]
2025-10-24 14:20:51.691408 Epoch [009/100], Step [0001/0001], [lateral-edge: 0.7507, lateral-2: 1.0439, lateral-3: 1.1087, lateral-4: 1.2087, lateral-5: 1.2471, epsilon: inf]
[Saving Snapshot:] ./Snapshots/save_weights/Inf-Net_DP/batch_64/run_3/noise_multiplier_0.05/Inf-Net-10.pth
2025-10-24 14:21:12.352845 Epoch [010/100], Step [0001/0001], [lateral-edge: 0.7496, lateral-2: 1.0242, lateral-3: 1.0885, lateral-4: 1.1903, lateral-5: 1.2211, epsilon: inf]
2025-10-24 14:21:33.836876 Epoch [011/100], Step [0001/0001], [lateral-edge: 0.7487, lateral-2: 1.0074, lateral-3: 1.0716, lateral-4: 1.1694, lateral-5: 1.1928, epsilon: inf]
2025-10-24 14:21:56.575152 Epoch [012/100], Step [0001/0001], [lateral-edge: 0.7478, lateral-2: 0.9919, lateral-3: 1.0568, lateral-4: 1.1493, lateral-5: 1.1654, epsilon: inf]
2025-10-24 14:22:26.885896 Epoch [013/100], Step [0001/0001], [lateral-edge: 0.7470, lateral-2: 0.9786, lateral-3: 1.0414, lateral-4: 1.1315, lateral-5: 1.1415, epsilon: inf]
2025-10-24 14:22:55.270899 Epoch [014/100], Step [0001/0001], [lateral-edge: 0.7463, lateral-2: 0.9661, lateral-3: 1.0269, lateral-4: 1.1153, lateral-5: 1.1208, epsilon: inf]
2025-10-24 14:23:27.796497 Epoch [015/100], Step [0001/0001], [lateral-edge: 0.7456, lateral-2: 0.9539, lateral-3: 1.0146, lateral-4: 1.1019, lateral-5: 1.1035, epsilon: inf]
2025-10-24 14:24:02.637389 Epoch [016/100], Step [0001/0001], [lateral-edge: 0.7450, lateral-2: 0.9419, lateral-3: 1.0024, lateral-4: 1.0916, lateral-5: 1.0886, epsilon: inf]
2025-10-24 14:24:34.453089 Epoch [017/100], Step [0001/0001], [lateral-edge: 0.7444, lateral-2: 0.9304, lateral-3: 0.9903, lateral-4: 1.0823, lateral-5: 1.0750, epsilon: inf]
2025-10-24 14:25:25.325008 Epoch [018/100], Step [0001/0001], [lateral-edge: 0.7437, lateral-2: 0.9196, lateral-3: 0.9791, lateral-4: 1.0718, lateral-5: 1.0617, epsilon: inf]
Training completed at Fri Oct 24 14:25:59 CEST 2025
